,cleaned_text,sentiment,stats,comments,retweets,quotes,likes
490,fom ya kesho 1st october 2023 ni kuenjoy tusker cider at blankets and wine buy 2 6 pack tusker cider to get a ticket visit thebarcom to purchase tickets its one day to go are you ready tupataneblankets welivefortaste,Neutral,"Sep 30, 2023 · 2:45 PM UTC",2,1,0,5
491,guys lets meet at tupataneblankets tomorrow 1st october and enjoy tusker cider visit thebarcom and purchase tickets or buy 2 6 pack tusker cider and get one its 1 day to go leggo kosa uchekwe welivefortaste,Positive,"Sep 30, 2023 · 2:42 PM UTC",2,3,0,5
492,tupataneblankets kesho 1st october 2023 we enjoy tusker cider buy 2 6 pack tusker cider to get a ticket visit thebarcom to purchase tickets its one day to go are you ready welivefortaste,Positive,"Sep 30, 2023 · 2:41 PM UTC",1,3,0,7
493,blankets and wine is just around the corner on 1st october 2023 ready to join the fun make sure to grab your ticket at thebarcom welivefortaste tupataneblankets you can also purchase 2 6pack tusker ciders and youre in,Positive,"Sep 30, 2023 · 2:38 PM UTC",0,2,0,2
494,guys kesho 1st october tunapatana for blankets and wine festival tupataneblankets twende tuenjoy tusker cider buy 2 6 pack tusker cider to get a ticket at thebarcom welivefortaste,Positive,"Sep 30, 2023 · 2:38 PM UTC",2,8,0,9
495,its tomorrow be ready brings you the blankets  wine event 1st oct 2023 visit thebarcom or buy 2 6 pack tusker cider to get a ticket welivefortaste tupataneblankets enjoy tusker cider dont miss one,Positive,"Sep 30, 2023 · 2:37 PM UTC",0,6,0,10
496,just 1 day to go tupataneblankets  wine event on 1st october 2023 as the new month starts in style welivefortaste for tickets buy 2 6pack tusker cider from thebarcom  turn up to enjoy tusker cider,Positive,"Sep 30, 2023 · 2:37 PM UTC",1,2,0,3
497,imekam na form ya kesho 1st oct 23 nunua tusix pack tuwili twa tusker cider upate tiko kwa event ya tupataneblankets majamaa welivefortaste,Neutral,"Sep 30, 2023 · 2:36 PM UTC",2,2,0,3
498,wadau its one day to go are you ready tupataneblankets buy 2 6 pack tusker cider to get a ticket its tomorrow on 1st october 2023 come and you get to enjoy your tusker cider vile inafaa get ready you cant miss out welivefortaste,Positive,"Sep 30, 2023 · 2:34 PM UTC",1,2,0,5
499,its now a day to go tomorrow 1st october 2023 we meet at tupataneblankets blankets and wine event buy 2 6 pack tusker cider to get a ticket welivefortaste,Neutral,"Sep 30, 2023 · 2:33 PM UTC",0,1,0,2
500,blankets and wine is here on 1st october 2023 buy 2 6 pack tusker cider to get a ticket visit thebarcom to purchase tickets kesho ndo ile siku get ready welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 2:32 PM UTC",1,4,0,4
501,tomorrow 1st october 2023 si tupataneblankets  wine event tu enjoy tusker cider coz welivefortaste i know you ready for kesho  so buy a 2 6pack tusker cider to get a ticket,Positive,"Sep 30, 2023 · 2:32 PM UTC",2,14,0,15
502,wasee mkam tujibambe na tusker cider mpya ya 330ml welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 2:31 PM UTC",0,0,0,0
503,its one day to go are you ready positive sentiment  have people love speak positively the tusker cider brand buy 2 6 pack tusker cider to get a tickethii event inaanza october 1stwelivefortastetupataneblankets,Positive,"Sep 30, 2023 · 2:31 PM UTC",0,8,0,10
504,its one day to go are you ready tupataneblankets kesho october 1st is the day we have been waiting for welivefortaste buy 2 6 pack tusker cider to get a ticket enjoy your favorite tusker cider  discover wine fashion music  food,Positive,"Sep 30, 2023 · 2:29 PM UTC",0,2,0,4
505,ni kesho 1 october 2023 mkam tujibambe na tusker cider ya 330ml kwa blankets  wine pia nyinyi mnaeza come na mbogi zenu tujinice pamoja welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 2:29 PM UTC",1,2,0,2
506,you cant afford to miss turn up for blankets and wine event tomorrow 1st oct 2023  get to enjoy tusker cider buy 2 6 pack tusker cider to get a ticket welivefortaste its one day to go are you ready tupataneblankets,Positive,"Sep 30, 2023 · 2:28 PM UTC",1,2,0,2
507,watu wangu blankets and wine event will be happening tommorow 1st october 2023grab 2 6 pack tusker cider to get a ticketget to enjoy the sweet taste of tusker cider dont miss guys  welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:27 PM UTC",0,0,0,1
508,blankets and wine event will be happening tomorrow 1st october 2023 grab 2 6 pack tusker cider to get a ticket it will be more fun like never before get to enjoy the sweet taste of tusker welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:26 PM UTC",0,0,0,0
509,guys turn up for the blankets  wine event on 1st october 2023  enjoy tusker cider welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:25 PM UTC",0,0,0,0
510,blankets and wine event is here are you ready only a day to go its tomorrow 1st october 2023 buy 2 6 packs tusker cyder to get a ticket do not miss as it will be full of fun tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:24 PM UTC",0,3,0,3
511,its one day to go are you ready tupataneblankets buy 2 6 pack tusker cider to get a ticket its tomorrow on 1st october 2023 come and you get to enjoy your tusker cider vile inafaa ready you cant miss out welivefortaste,Positive,"Sep 30, 2023 · 2:23 PM UTC",1,3,1,7
512,its one day to go are you ready kesho sunday 1st october tupataneblankets  wine and bcoz welivefortaste we will be doing tusker cider only dont miss out,Positive,"Sep 30, 2023 · 2:23 PM UTC",0,0,0,2
513,sunday it is  blankets and wine event tomorrow to start off your october buy two 6 pack tusker cider to get a ticket you cant miss this one fam welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:22 PM UTC",0,0,0,0
514,blankets and wine is here on 1st october 2023 buy 2 6 pack tusker cider to get a ticket visit thebarcom to purchase tickets kesho ndo ile siku get ready welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 2:21 PM UTC",0,2,0,5
515,fikeni thebarcom mshike tickets za blankets and wine which will be happening kesho 1st october na itakua lit  sana 1 day to goor just buy 2 6 pack cider to get a ticke tupataneblankets welivefortaste,Neutral,"Sep 30, 2023 · 2:21 PM UTC",1,6,0,7
516,the blankets and wine event will be happening tommorow 1st october 2023grab 2 6 pack tusker cider to get a ticketget to enjoy the sweet taste of tusker cider dont miss guys welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:20 PM UTC",0,13,0,14
517,tomorrow 01102023 will be bigblankets  wines is here again and are making it happen big visit thebarcom to purchase your tickets or buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Neutral,"Sep 30, 2023 · 2:20 PM UTC",0,0,0,0
518,its one day to go are you ready tupataneblankets kesho 1st october 2023 turn up and buy 2 6 pack tusker cider to get ticket welivefortaste,Positive,"Sep 30, 2023 · 2:20 PM UTC",0,2,0,4
519,tomorrow october 1st 2023 will be an unforgettable experience brought to you by its only one day to go are you ready buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Neutral,"Sep 30, 2023 · 2:20 PM UTC",0,0,0,0
520,get to enjoy the sweet taste of tusker cider at the blankets and wine event event will be happening tommorow 1st october 2023grab 2 6 pack tusker cider to get a ticket msikose hii welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:20 PM UTC",0,5,0,8
521,one day to go for the blankets and wine event buy two 6 pack tusker cider to get a ticket lets turn up tomorrow welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 2:19 PM UTC",0,4,0,4
522,super sunday blankets and wine event tomorrow to start off your october buy two 6 pack tusker cider to get a ticket you cant miss this one fam welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:18 PM UTC",3,25,1,30
523,tupataneblankets welivefortaste,Neutral,"Sep 30, 2023 · 2:18 PM UTC",0,0,0,0
524,people 1st of october 2023 is the date its one day to go are you ready tupatane wapi  tupataneblankets  good vibes good music and a tusker cider welivefortaste,Positive,"Sep 30, 2023 · 2:17 PM UTC",0,5,0,5
525,blankets and wine is here on 1st october 2023 buy 2 6 pack tusker cider to get a ticket visit thebarcom to purchase tickets kesho ndo ile siku get ready welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 2:16 PM UTC",1,3,0,4
526,form ya kesho 1st october blankets and wine event ishajipa what better way to start the month buy 2 6 pack tusker cider to get a ticket its one day to go are you ready and tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:15 PM UTC",0,0,0,1
527,oyaaa kesho 1st october 2023 tunaturn up pale blankets and wine tukienjoy ma tusker cider aajab tokea usipitwe tupataneblankets welivefortaste tuskeroktobafest tuskerkenya,Neutral,"Sep 30, 2023 · 2:14 PM UTC",0,1,0,2
528,wakuu tupataneblankets kesho on 1st october 2023 we enjoy tusker cider pia waeza buy two 6 pack tusker cider to get a ticket visit thebarcom to purchase tickets its one day to go are you ready welivefortaste,Positive,"Sep 30, 2023 · 2:12 PM UTC",0,0,0,1
529,tupataneblankets on 1st october 2023the day ni kesho  come lets enjoy tusker cider together to purchase ticket buy 26 pack tusker cider and get a ticket  dont miss thistell a friend to tell a friend tupataneblankets welivefortaste,Negative,"Sep 30, 2023 · 2:12 PM UTC",0,1,0,1
530,wadau siku ya event ni kesho 1st october 2023 buy 2 6 pack tusker cider to get a ticket  event ni safi sana ya kukosa enjoy tusker cider yako polepole tupataneblankets welivefortaste visit thebarcom to purchase tickets,Positive,"Sep 30, 2023 · 2:11 PM UTC",0,4,0,2
531,1 day to goo have you bought yourself a ticket for the blankets and wine event tomorrow 1st october 2023 you can buy 2 6 pack tusker to get a ticket welivefortaste tupataneblankets msikosee hii,Neutral,"Sep 30, 2023 · 2:11 PM UTC",0,0,0,1
532,hey blankets and wine is happening on 1st october 2023 visit thebarcom to purchase tickets its only two days to go are you ready buy 2 6 pack tusker cider to get a ticket courtesy tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:10 PM UTC",0,1,0,2
533,its one day to go are you ready brings you the blankets  wine event tomorrow 1st october 2023 visit thebarcom or buy 2 6 pack tusker cider to get a ticket welivefortaste tupataneblankets enjoy tusker cider dont miss,Positive,"Sep 30, 2023 · 2:10 PM UTC",2,30,0,33
534,guys its one day to go are you ready positive sentiment  have people love speak positively the tusker cider brand tomorrow 1st october 2023 tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:09 PM UTC",0,2,0,0
535,its just one day to go and dont miss this tupataneblankets and wine event tomorrow 1st october 2023 welivefortaste just buy two 6 pack tusker cider to get a ticket,Positive,"Sep 30, 2023 · 2:09 PM UTC",0,1,0,2
536,guysblankets and wine event will be happening tommorow 1st october 2023grab 2 6 pack tusker cider to get a ticketget to enjoy the sweet taste of tusker cider dont miss out welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:09 PM UTC",0,3,0,4
537,pals its one day to go are you ready tupataneblankets buy 2 6 pack tusker cider to get a ticket its tomorrow on 1st october 2023 come and you get to enjoy the sweet taste of tusker cider welivefortaste get ready you cant miss out,Positive,"Sep 30, 2023 · 2:08 PM UTC",0,1,0,1
538,ni siku 1 tu to to the big day 1st oct get your tickets onthebarcom good news ni nunua tu 2 6 pack of sweet enjoyable tusker cider to get a ticket are you ready welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:08 PM UTC",1,1,0,6
539,niaje majamaa sunday isikue ya couples pekee na uko single tokea blankets and wines event happening tomorrow on 1st october buy 2 tusker cider 6 pack and get a free ticket tupataneblankets courtesy of welivefortaste,Positive,"Sep 30, 2023 · 2:08 PM UTC",0,1,0,2
540,watu wangu blankets and wine event will be happening tommorow 1st october 2023grab 2 6 pack tusker cider to get a ticketget to enjoy the sweet taste of tusker cider dont miss guys  welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:08 PM UTC",1,1,0,2
541,only one day to go to the blankets and wine event buy two 6 pack tusker cider to get a ticket lets turn up tomorrowwelivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 2:07 PM UTC",2,4,0,8
542,ile form kalii ya blankets and wines ni kesho 1st october fika with your 2  6 pack cider to get free entry to unlimited vibes and entertainment from  mambo itakua livee tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:06 PM UTC",1,3,1,12
543,my guys the date is 1st october blankets and wine will be happening to purchase tickets visit thebarcom only two days to go are you ready buy 2 6 pack tusker cider to get a tickettupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:06 PM UTC",0,1,0,1
544,tomorrow 1st october itakuwa blankets and wine huko laureate gardens kasarani buy a 6 pack tusker cider to get a ticket on kethebarcom tell a friend to tell a friend si tupataneblankets welivefortaste inaletwa na,Positive,"Sep 30, 2023 · 2:05 PM UTC",1,7,1,10
545,blankets and wine event will be happening tommorow 1st october 2023grab 2 6 pack tusker cider to get a ticketget to enjoy the sweet taste of tusker cider dont miss guys because welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 2:03 PM UTC",3,11,2,10
546,the much awaited blankets  wines event is happening tomorrow 1st october kujeni tuenjoy the deliciously crisp  refreshing tusker cider visit thebarcom  buy 2 6pack tusker cider for a ticket tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:03 PM UTC",0,2,0,4
547,kesho 1st october ni blankets and wine huko laureate gardens kasarani buy a 6 pack tusker cider to get a ticket on kethebarcom tell a friend to tell a friend tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 2:03 PM UTC",0,2,0,2
548,its just one day to go and dont miss this tupataneblankets and wine event tomorrow 1st october 2023 welivefortaste just buy two 6 pack tusker cider to get a ticket,Positive,"Sep 30, 2023 · 2:00 PM UTC",1,6,0,6
549,fam form imejipadont be left behind  people love tusker cider brand buy 26 pack tusker cider to get a ticket tomorrow 1st october 2023 turn up and enjoy enjoy tusker cider and dont miss out welivefortaste tupataneblankets,Positive,"Sep 30, 2023 · 1:59 PM UTC",0,0,0,3
550,wadau fom ya blankets and wine ni kesho tarehe ni 1st october 2023 are you ready si mnajua vile tusker cider ni tamuu buy 2 6 packets of tusker cider upate ticket its only one day are you ready welivefortaste tupataneblankets,Negative,"Sep 30, 2023 · 1:59 PM UTC",0,2,0,2
551,kesho october 1st tunatokezea pale blankets and wine wakuu tukijibamba na tusker cider zetu tunacheza safe  welivefortaste tupataneblankets my guys lazima,Positive,"Sep 30, 2023 · 1:59 PM UTC",0,3,0,2
552,it will be fire welivefortaste,Negative,"Sep 30, 2023 · 1:58 PM UTC",0,1,0,2
553,its one day to go which is kesho1st october2023 wakuu hope mko ready for the vibe tupataneblankets buy 2 6pack of tusker cider to get a ticket and enjoy welivefortaste,Positive,"Sep 30, 2023 · 1:58 PM UTC",0,3,0,5
554,lets turn up kesho 1st october for the blankets and wine events buy 2 6pack tusker cider to get a ticket come tujienjoy welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 1:57 PM UTC",1,6,0,8
555,its one day to goare you ready tupataneblankets on 1st october kesho to enjoy tusker cider kwa event ya blankets and winebuy 2 6 pack tusker cider to get a ticket welivefortaste,Positive,"Sep 30, 2023 · 1:56 PM UTC",0,2,0,2
556,wadau fom ya blankets and wine ni kesho tarehe ni 1st october 2023 are you ready si mnajua vile tusker cider ni tamuu buy 2 6 packets of tusker cider upate ticket its only one day are you ready welivefortaste tupataneblankets,Negative,"Sep 30, 2023 · 1:56 PM UTC",1,6,0,8
557,the exciting blankets and wine event will be happening tomorrow 1st october 2023  purchase your tickets via thebarcom or buy 2 6 pack of tusker cider to enjoy tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:56 PM UTC",0,2,0,4
558,wadau its one day to go for the main event huko blankets and wine 1st oct 2923 its biiig si ya kukosa get your tickets by buying 2 6pack tusker cider tupataneblankets because welivefortaste ni sherehe kubwa sana pure greatness,Neutral,"Sep 30, 2023 · 1:56 PM UTC",0,3,0,3
559,wadau its one day to go are you ready tupataneblankets buy 2 6 pack tusker cider to get a ticket its tomorrow on 1st october 2023 come and you get to enjoy your tusker cider vile inafaa get ready you cant miss out welivefortaste,Positive,"Sep 30, 2023 · 1:55 PM UTC",2,13,0,19
560,kesho ndio blankets sherehe zimefuatana hii wikendi kama siafu oya tupataneblankets welivefortaste,Neutral,"Sep 30, 2023 · 1:54 PM UTC",1,1,0,1
561,wadau form ndio hii skia unashika tickets kwa thebarcom for the blankets and wines event on 1st october 2023 ukienjoy tusker cider na mpoa wa kwako unaweza pata tiko ukibuy 2 6 pack tusker cider ndio upate tickets welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 1:54 PM UTC",0,0,0,0
562,its now 1 day to go blankets  wine event on 1st october 2023 tomorrow buy 2 6 pack tusker cider to get a ticket dont miss tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:53 PM UTC",2,12,0,17
563,are you ready tomorrow 1st october 2023 come and enjoy tusker cider at the blankets and wine event buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:53 PM UTC",1,3,0,6
564,1 day to goare u ready for the blankets and wine event on 1st october 2023tomorrow as you enjoy a tusker cider drinkbuy 2 6 pack tusker cider to get a ticket dont miss tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:51 PM UTC",0,4,0,4
565,the blankets and wine event is a must attend kesho 1st oct courtesy of tusker cider from to get a ticket just buy 2 6 pack tusker cider tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:51 PM UTC",0,2,0,5
566,guys tupataneblankets on 1st october 2023 kesho ni siku come lets enjoy tusker cider together to purchase ticket buy 26 pack tusker cider and get a ticket  dont misstell a friend to tell a friend tupataneblankets welivefortaste,Negative,"Sep 30, 2023 · 1:51 PM UTC",1,5,0,7
567,is bringing us the sweatest beer tomorrow 1st oct lets meet at the blankets and wine only buy 2 6 packs of tusker cider to get a ticket and you have been requesting for selfies kesho tupatane welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 1:49 PM UTC",2,4,0,5
568,its one day to go are you ready tupataneblankets tomorrow 1st october come lets enjoy tusker cider ingia thebarcom uchukue ticket or buy 2 6 pack tusker cider to get a ticket easily hii ya isiwapite welivefortaste,Positive,"Sep 30, 2023 · 1:48 PM UTC",4,11,1,10
569,its one day to go are you ready tomorrow 1st october 2023 come and enjoy tusker cider buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:48 PM UTC",1,9,0,13
570,my country people tupataneblankets on 1st october 2023come lets enjoy tusker cidervisit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticket dont miss tell a friend to tell a friend welivefortaste,Negative,"Sep 30, 2023 · 1:47 PM UTC",1,2,0,3
571,its one day to go are you ready guys tupataneblankets on 1st october 2023come tu enjoy tusker cider  buy 6 pack tusker cider  get a ticket or visit thebarcom to purchase msikose  tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:47 PM UTC",0,5,0,5
572,1 day to goo have you bought yourself a ticket for the blankets and wine event tomorrow 1st october 2023 you can buy 2 6 pack tusker to get a ticket welivefortaste tupataneblankets msikosee hii,Neutral,"Sep 30, 2023 · 1:47 PM UTC",0,1,0,2
573,tomorrow 1st october itakuwa blankets and wine huko laureate gardens kasarani buy a 6 pack tusker cider to get a ticket on kethebarcom tell a friend to tell a friend si tupataneblankets welivefortaste inaletwa na,Positive,"Sep 30, 2023 · 1:47 PM UTC",2,10,1,12
574,its one day to go are you ready for the blankets  wine event tomorrow 1st october 2023 it is come  enjoy tusker cider on site buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:46 PM UTC",1,4,0,5
575,are you ready for tomorrows blankets and wine event buy 2 6 pack tusker cider to get a ticket ni kesho 1st oct 2023 tu enjoy tusker cider pale na kosa uchekwe tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:46 PM UTC",2,7,0,10
576,1 day to go yaani kesho 1st october tupataneblankets for the blankets and wine event join me lets enjoy some tusker cider welivefortaste its is buy 2 6 pack tusker cider to a get a ticket for the event,Positive,"Sep 30, 2023 · 1:46 PM UTC",1,4,0,4
577,are you ready tupataneblankets kesho on 1st oct 2023 courtesy of its a wine event welivefortaste and you cant afford to miss buy 2 6 pack tusker cider to get a ticket na usisahau kuleta mabeshte,Positive,"Sep 30, 2023 · 1:45 PM UTC",2,22,1,23
578,the great blankets and wine event will be happening tomorrow 1st october 2023  purchase your tickets via thebarcom or buy 2 6 packs of tusker cider to enjoy tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:45 PM UTC",1,3,0,6
579,hello guys form ni gani this weekend tupataneblankets on 1st october 2023come lets enjoy tusker cider yoh visit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticket tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:44 PM UTC",1,23,0,22
580,ile form kalii ya blankets and wines ni kesho 1st october fika with your 2  6 pack cider to get free entry to unlimited vibes and entertainment from mambo itakua livee tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:44 PM UTC",4,21,0,31
581,tupataneblankets for the blankets and wine event on 1st oct 2023  enjoy tusker cider buy 2 6 pack tusker cider to get a ticket its one day to go are you ready welivefortaste,Positive,"Sep 30, 2023 · 1:44 PM UTC",1,2,0,1
582,1 day to go  so tupataneblankets  wine event on 1st october 2023 as the new month starts in style coz welivefortaste for tickets buy 2 6pack tusker cider from thebarcom  turn up to enjoy tusker cider,Positive,"Sep 30, 2023 · 1:43 PM UTC",3,22,0,33
583,tupataneblankets walai ni kesho are you ready form ni u buy 2 6 pack tusker cider to get a ticket come lets enjoy our own tusker cider welivefortaste at the blankets and wine event 1st of october 2023 hii nayo msiseme sijawashow,Positive,"Sep 30, 2023 · 1:42 PM UTC",1,4,0,7
584,wadau kuna fom ya tusker cider blankets  wine by tarehe ni kesho october 1st buy 2 6 packs of tusker cider to get a ticket visit thebarcom to purchase tickets its only one day to go welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 1:41 PM UTC",1,14,0,19
585,its one day to go are you ready tomorrow 1st october 2023 come and enjoy tusker cider buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:40 PM UTC",3,11,0,24
586,the exciting blankets and wine event will be happening tomorrow 1st october 2023  purchase your tickets via thebarcom or buy 2 6 pack of tusker cider to enjoy tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:40 PM UTC",1,6,0,9
587,kesho sunday 1st october tupataneblankets  wine and bcoz welivefortaste we will be doing tusker cider only for tickets visit thebarcom buy 2 6 pack tusker cider to get a ticket dont miss out,Positive,"Sep 30, 2023 · 1:40 PM UTC",0,1,0,1
588,are you ready the blankets  wine event is back tupataneblankets the date is 1stoctober 2023 get your tickets at thebarcom or buy a 2 6pack tusker cider to enjoy  get a ticket dont miss out welivefortaste,Positive,"Sep 30, 2023 · 1:39 PM UTC",0,2,0,4
589,wadau its one day to go are you ready tupataneblankets tomorrow  buy 2 6 pack tusker cider to get a ticket ya blankets and wine event kesho 1st october 2023 dont be left out  welivefortaste,Neutral,"Sep 30, 2023 · 1:39 PM UTC",1,13,0,20
590,welivefortaste,Neutral,"Sep 30, 2023 · 1:39 PM UTC",0,0,0,1
591,tupataneblankets uko tayari one day to go buy 2 6 pack tusker cider to get a ticket njoo tusherehekee blankets and wine october 1st is the dday welivefortaste,Neutral,"Sep 30, 2023 · 1:39 PM UTC",0,0,0,1
592,tupatane blankets is on 1st october 2023come lets enjoy tusker cidervisit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticketdont misstell a friend to tell a friend tupataneblankets welivefortaste,Negative,"Sep 30, 2023 · 1:39 PM UTC",0,1,0,1
593,wadau tupataneblankets tomorrow 1st october 2023come lets enjoy tusker cider visit thebarcom to purchase ticket or buy 26 pack tusker cider and get one its 1 day to go are you ready  kosa uchekwe welivefortaste,Positive,"Sep 30, 2023 · 1:39 PM UTC",0,2,0,3
594,wasee tupataneblankets on 1st october 2023come lets enjoy tusker cidervisit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticket usikose tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:39 PM UTC",0,1,0,3
595,vipi na tupataneblankets form ni kubuy 2 tusker cider 6pack n upate ticket ya blankets and wine event ni kesho 1st october 2023 visit thebarcom to purchase tickets tupige shereheget ready welivefortaste,Positive,"Sep 30, 2023 · 1:38 PM UTC",0,0,0,0
596,tupataneblankets on 1st october 2023come lets enjoy tusker cidervisit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticket dont misstell a friend to tell a friend tupataneblankets welivefortaste,Negative,"Sep 30, 2023 · 1:38 PM UTC",0,0,0,0
597,wadau tupataneblankets on 1st october 2023come lets enjoy tusker cidervisit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticket dont misstell a friend to tell a friend welivefortaste,Negative,"Sep 30, 2023 · 1:36 PM UTC",0,0,0,2
598,yooooits going down few days to the blankets and wine festival visit thebarcom to buy your tickets or buy two 6 pack tusker cider  1st october ni ile day tufike maguys tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 1:36 PM UTC",0,1,0,0
599,wadau tupataneblankets on 1st october 2023come lets enjoy tusker cidervisit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticket dont misstell a friend to tell a friend tupataneblankets welivefortaste,Negative,"Sep 30, 2023 · 1:33 PM UTC",3,13,0,22
600,guys visit thebarcom and purchase tickets its 2days remaining to go buy 2 6 pack tusker cider to get a ticket tarehe ni 1st oct fika sherehe enjoy wine and cider courtesy of msikose tupataneblankets welivefortaste,Positive,"Sep 30, 2023 · 12:25 PM UTC",0,1,0,1
601,make every outfit count tshirt ksh 2199 jeans ksh 2499 cap ksh 999 shoes ksh 4499  254 721 77 11 08 please subscribe to our telegram channel for more offers masculinitysaturday welivefortaste tupataneblankets timontop hon tim wanyonyi,Positive,"Sep 30, 2023 · 8:55 AM UTC",0,0,0,0
602,hello my people tupataneblankets on 1st october 2023come lets enjoy tusker cidervisit thebarcom to purchase ticket or buy 26 pack tusker cider and get a ticket dont misstell a friend to tell a friend welivefortaste,Negative,"Sep 30, 2023 · 8:53 AM UTC",1,1,0,3
603,seo best practices remind us there are no shortcuts to success  invest wisely in seo costs for longterm results  seocostsinkenya welivefortaste masculinitysaturday learn more,Positive,"Sep 30, 2023 · 8:47 AM UTC",0,0,1,1
604,its only two days to go for the blankets  wines with on 1st oct 2023 are you readybuy 26 pack tusker cider to get a ticket visit thebarcom to purchase tickets tusker cider tupataneblankets welivefortaste,Neutral,"Sep 30, 2023 · 8:04 AM UTC",0,0,0,1
605,tupataneblankets on 1st october 2023 for an epic event courtesy of blankets and wine buy 2 tusker cider 6pack to get tickets you can visit thebarcom to purchase tickets its only 2 days to go get ready welivefortaste,Positive,"Sep 30, 2023 · 7:26 AM UTC",0,1,0,2
606,party season continues ad  sunday 1st october tupataneblankets to watch liverpool struggle against spurs  welivefortaste  get your tickets buy 2 tusker cider 6 packs from kethebarcom,Positive,"Sep 30, 2023 · 7:01 AM UTC",1,2,0,2
607,guysits only two days to go for the blankets  wines with on 1st oct 2023 are you readybuy 26 pack tusker cider to get a ticket visit thebarcom to purchase tickets tusker cider welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 6:57 AM UTC",0,2,0,3
608,guysits only two days to go for the blankets  wines with on 1st oct 2023 are you readybuy 26 pack tusker cider to get a ticket visit thebarcom to purchase tickets tusker cider welivefortaste tupataneblankets,Neutral,"Sep 30, 2023 · 6:56 AM UTC",0,1,0,1
609,tupataneblankets on 1st october 2023 for an epic event courtesy of blankets and wine buy 2 tusker cider 6 pack or visit thebarcom to purchase tickets its only two days to go welivefortaste,Positive,"Sep 30, 2023 · 6:19 AM UTC",0,0,0,1
610,its only 2 days to goare you ready this weekend on 1st october form ni tupataneblankets come lets enjoy tusker cider visit thebarcom to purchase tickets or buy 2 6 pack tusker cider to get a tickt welivefortaste,Positive,"Sep 30, 2023 · 6:00 AM UTC",0,1,0,1
