,cleaned_text,sentiment,stats,comments,retweets,quotes,likes
1736,the v match is actually being streamed on eabl link,Neutral,"Oct 11, 2023 · 1:50 PM UTC",0,0,0,3
1737,eabl should pay this guy,Neutral,"Oct 11, 2023 · 1:50 PM UTC",0,0,0,0
1738,the eabl is back ,Neutral,"Oct 11, 2023 · 12:21 PM UTC",0,0,0,1
1739,then kanjo ndio hao wamekueka juu ya lorrymbona usifunge their are no conditions for running a businessunless ww ni safaricom ama eabl hio pesa ni a pinch of ur money small businesses tunajionea,Negative,"Oct 11, 2023 · 11:07 AM UTC",0,0,0,0
1740,todays eabl ,Neutral,"Oct 11, 2023 · 10:31 AM UTC",1,0,1,2
1741, eabl game day  canterbury academy host in season opener at 4pm finalcrusade wearecrusaders,Negative,"Oct 11, 2023 · 8:49 AM UTC",1,1,0,5
1742,charnwood hit the road today in the eabl aoc action at home at 4pm britishbasketball,Positive,"Oct 11, 2023 · 8:37 AM UTC",0,1,1,5
1743,gutted two of my boys have been denied to play the day before the start of the season even though they are u15 they both are more than ready to play eabl  senior basketball both turned away great overseas academys to stay in the british system and this is the result ,Positive,"Oct 10, 2023 · 9:31 PM UTC",2,4,1,24
1744,had some extremely disappointing news today that is not allowing our 2 talented u15 year olds to play up in senior competition and also in the eabl comp they are ready to play senior basketball in this country and would be excellent we got their development 12,Positive,"Oct 10, 2023 · 7:10 PM UTC",11,7,6,72
1745,pay ugandan validation team under its 2yrs now without pay,Neutral,"Oct 10, 2023 · 6:25 PM UTC",0,0,0,0
1746,you want to invest in stocks but not sure which company to buy how to start do you enjoy and drink beer do you usually buy friends some drinks then go buy some eabl shares invest in stocks invest in capital markets use stocks uganda,Negative,"Oct 10, 2023 · 6:16 PM UTC",5,14,1,34
1747,eabl back in action tomorrow throwback to eabl final barking abbey vs myerscough 2023,Positive,"Oct 10, 2023 · 5:48 PM UTC",0,1,0,2
1748,i usually go around telling people im friends with a guy who contributes 30 to eabl profits and they think im joking,Negative,"Oct 10, 2023 · 5:04 PM UTC",2,0,0,10
1749,purchase your tickets via paybill 692975 account your name drinks will be provided by eabl for any queries feel free to call or text 0701333984 see you on saturday,Positive,"Oct 10, 2023 · 4:18 PM UTC",0,0,0,0
1750,either eabl uwasakie mtu mahali ama mr nickolas the way you guys are suffering aint good for your mental health,Positive,"Oct 10, 2023 · 12:53 PM UTC",1,0,0,5
1751,enjoy the riveting conversation about ecommerce with catherine mudachi and grace githuthu on our youtube channel  cc imarketpodcast drinkbetternotmore keepwalking,Positive,"Oct 10, 2023 · 8:26 AM UTC",0,0,0,0
1752,financial markets led the gainers with 613 share price appreciation closing at ugx 331249 per share followed by equity bank 022 jubilee holdings 008 and kcb group 008  for more with victor kiberu financialmarkets smart24tvnow,Positive,"Oct 10, 2023 · 8:22 AM UTC",0,1,0,2
1753,grab your canned alcohol beer imara kama simba,Neutral,"Oct 10, 2023 · 5:42 AM UTC",0,0,0,1
1754,we could remodel our counties so that they could have like subsidiaries in kengen as diaego does it with eabl so that these counties with massive energy potential could form economies rather than just negotiate employees,Neutral,"Oct 9, 2023 · 8:17 PM UTC",0,0,0,1
1755,eabl preview following on from our weabl squad our eabl side make their regular season bow on wednesday afternoon welcoming oaklands college to copleston,Neutral,"Oct 9, 2023 · 3:15 PM UTC",0,0,0,4
1756, shares his thoughts regarding ai in the african continent listen to the full episode here cc imarketpodcast drinkbetternotmore keepwalking,Positive,"Oct 9, 2023 · 3:13 PM UTC",0,0,0,2
1757,eabl has been on an upward trajectory in the last few weeks showing potential to return to its beginningoftheyear price of kes 1675 is the stock on your hisa watchlist,Negative,"Oct 9, 2023 · 2:04 PM UTC",1,0,0,0
1758,3 things you should know today 1 east african breweries plc  eabl is among todays top gainers up by 504 to kes 13025,Positive,"Oct 9, 2023 · 2:04 PM UTC",1,0,0,1
1759, foreign activity volume traded at the nse 09102023 top foreign buys  equity group 772m  safaricom 117m  carb 112k  brit 939k  imh 718k top foreign sales  equity group 1325m safaricom 642m  coop 2585k  kcb 209k  eabl 264k,Positive,"Oct 9, 2023 · 2:02 PM UTC",0,0,0,3
1760,top gainers today at the nse  1 tps eastern africa plc  tpse kes 1270 948 2 eveready east africa plc  evrd kes 137 703 3transcentury plc  tcl kes 054 588 4 east african breweries plc  eabl kes 13025 504,Positive,"Oct 9, 2023 · 1:26 PM UTC",1,1,0,3
1761, the eabl and weabl seasons are upon us this week tips off our academy league action and this is where you can find us this season for iba ibcfamily,Positive,"Oct 9, 2023 · 12:54 PM UTC",0,2,1,6
1762,she is the wife to dp just tell to close the factories and they can start manufacturing the spirits of god even the body of christ,Neutral,"Oct 9, 2023 · 10:56 AM UTC",0,0,0,0
1763,top gainers at the nse 3 hours into todays trading  1uchumi supermarket plc  uchm kes 022 1000 2eveready east africa plc  evrd kes 138 781 3east african breweries plc  eabl kes 13150 605,Positive,"Oct 9, 2023 · 9:44 AM UTC",1,1,0,4
1764,drink to that eabl boss cfo toast to staggering sh1869m pay,Neutral,"Oct 9, 2023 · 9:15 AM UTC",0,0,0,19
1765,key highlights dse recorded a total turnover of tzs 78979 mln from 344416 shares traded in 66 deals on the block trade prearranged market board nmb countertraded a block of 150000 shares crdb and nico share prices increased by 114 and 200 respectively while eabl share price declined by 909 to 2000 the bond market registered total transactions of 2094 billion from bond traded in 21 deals a 20year bond with a face value of tzs 177337 bln was traded at premium a market also traded a 25year bond with a face value of tzs 1374 bln at discount,Neutral,"Oct 9, 2023 · 9:14 AM UTC",0,1,0,3
1766,this weeks top  stock recommendations  by faida investment bank 1 east african breweries plc  eabl  longterm buy 2 im holdings plc  imh  hold 3 ncba group plc  ncba  hold 4 the cooperative bank of kenya ltd  coop hold,Positive,"Oct 9, 2023 · 8:13 AM UTC",0,3,0,14
1767,good to counter eabl products,Positive,"Oct 9, 2023 · 4:04 AM UTC",0,0,0,1
1768, largest shareholder wa eabl is back,Neutral,"Oct 8, 2023 · 7:35 PM UTC",1,0,0,1
1769,kpcuktda safaricomeabland many more other big companies imagine wakiwa united wasaidie kpcu kupata miller ya kahawawatengeneze satellite za saf vipoapombe iwe legitmajani yawe kwa wingipesa yet ishakuwa na value ,Positive,"Oct 8, 2023 · 6:56 PM UTC",0,0,0,2
1770,drink to that eabl boss cfo toast to staggering sh1869m pay,Neutral,"Oct 8, 2023 · 3:06 PM UTC",0,2,0,8
1771,those beers are strong eabl and kbl should make such,Positive,"Oct 8, 2023 · 2:58 PM UTC",0,0,0,0
1772,one year in  the blame game is still live how then did keep the shilling fuel below 200 taxes the same business survive covid even eabl is reporting losses the answer is simple bad decision making im not saying who nevertheless the writing is in the wall,Negative,"Oct 8, 2023 · 2:07 PM UTC",0,0,0,0
1773,your eabl influencers hawana invite,Neutral,"Oct 8, 2023 · 2:00 PM UTC",0,0,0,0
1774,the most notable variations in stock price were seen on ticl which increased by 909 and eabl which decreased by 909 stocks,Positive,"Oct 8, 2023 · 1:24 PM UTC",0,0,0,1
1775,kenyas insatiable appetite for alcoholic drinks saw giant east african breweries ltd eabl top executives smile all the way to the bank in the full year to june this year,Positive,"Oct 8, 2023 · 5:38 AM UTC",0,3,0,9
1776,kenyas insatiable appetite for alcoholic drinks saw giant east african breweries ltd eabl top executives smile all the way to the bank in the full year to june this year,Positive,"Oct 8, 2023 · 5:36 AM UTC",1,4,0,10
1777,business drink to that eabl boss cfo toast to staggering sh1869m pay eabl has revealed its ceo jane karuku and group cfo risper ohaga took home annual gross compensation of sh1869 million for the year end,Neutral,"Oct 8, 2023 · 4:44 AM UTC",0,0,0,0
1778,yesterday vasha was flames tonight we do it again we all assemble at party island lounge naivasha for tuskeroktobafest on the line up we have mejja and vijana barubaru cant wait the set by mejja oktobafesteastafrica thisishowwedo,Neutral,"Oct 7, 2023 · 8:12 PM UTC",0,1,0,1
1779,i can see changaa from eabl the original captain morgan rum is damn good,Positive,"Oct 7, 2023 · 8:01 PM UTC",0,0,0,0
1780,thisishowwedoyesterday vasha was flames tonight we do it again we all assemble at party island lounge naivasha for tuskeroktobafest on the line up we have mejja and vijana barubaru cant wait the set by mejja oktobafesteastafrica thisishowwedo,Neutral,"Oct 7, 2023 · 7:41 PM UTC",0,1,0,2
1781,yesterday vasha was flames tonight we do it again we all assemble at party island lounge naivasha for tuskeroktobafest on the line up we have mejja and vijana barubaru cant wait the set by mejja oktobafesteastafrica thisishowwedo,Neutral,"Oct 7, 2023 · 7:35 PM UTC",0,1,0,3
1782,here we go again,Neutral,"Oct 7, 2023 · 7:21 PM UTC",0,0,0,0
1783,i mean to a large extent the standards people judge english literature by are determined by what englishschooled people learned about why shakespeare was a great writer in high school literature class,Positive,"Oct 7, 2023 · 7:15 PM UTC",0,0,0,0
1784,its also an odd argument considering how relatively few englishspeaking fiction writers since him havent been exposed to or influenced by shakespeares work in some way if originality is a significant component in who is best how do you make a meaningful comparison,Positive,"Oct 7, 2023 · 7:08 PM UTC",1,0,0,2
1785,yesterday vasha was flames tonight we do it again we all assemble at party island lounge naivasha for tuskeroktobafest on the line up we have mejja and vijana barubaru cant wait the set by mejja oktobafesteastafrica thisishowwedo,Neutral,"Oct 7, 2023 · 1:11 PM UTC",1,4,0,28
1786,apewe kazi ya advert eabl waone profits ziki tripple,Neutral,"Oct 7, 2023 · 7:23 AM UTC",0,0,0,3
1787,wait 3 weekends si tuexchange bana hahaha ati ulionja wine ukaskia nikama umekesha eabl na ungejaribu shots si mambo ingechemka,Positive,"Oct 7, 2023 · 5:24 AM UTC",1,0,0,0
1788,bossive been sober for just three consecutive weekends it feels like a lifetime  nimeonja wine one friday night naskia ni kama nimekesha eabl,Positive,"Oct 7, 2023 · 5:18 AM UTC",1,0,0,0
1789,its actually not about using real drunkards its not a good idea either its about better acting skills that are believable for an ad,Positive,"Oct 7, 2023 · 4:06 AM UTC",0,0,0,0
1790,,Neutral,"Oct 7, 2023 · 3:49 AM UTC",0,0,0,0
1791,theres a tusker ad that tusker cider is made from real apples meaning you can give this frothy drink to children or what eabldiageo should be used for customer deception how come farmers arent growing apples to meet this demand is fanta made from oranges too,Positive,"Oct 7, 2023 · 12:39 AM UTC",0,0,0,0
1792,the reason why eabl owns tusker fc isnt about growing talent tusker fc exists purely to create moments like what is in this photo,Positive,"Oct 6, 2023 · 11:29 PM UTC",0,1,0,1
1793,matano atupee 15 straight wins ama tumhamishe nairobi akauzie eabl keg huko meru,Positive,"Oct 6, 2023 · 9:29 PM UTC",2,0,0,3
1794,65 g talles zacharias talles currently plays in the united kingdom and most recently won the south conference in the eabl talles was the mvp of his club is in the top 15 for scoring in the country and is able to guard 14,Positive,"Oct 6, 2023 · 9:18 PM UTC",0,0,0,1
1795,9yrs ago run this add on drinking and driving and its just a big reality though kenyan engineers contribute to most of this accidents,Positive,"Oct 6, 2023 · 6:58 PM UTC",0,3,1,6
1796,hii ni legit form eabl,Neutral,"Oct 6, 2023 · 5:57 PM UTC",0,0,0,1
1797,my brother punguza mwili na uwache tei kidogo eabl will not close because you stopped drinking,Neutral,"Oct 6, 2023 · 5:15 PM UTC",1,0,0,3
1798, further preparation ready for the eabl next week and canterburys final crusade thank you wearecrusaders,Positive,"Oct 6, 2023 · 4:22 PM UTC",0,3,0,12
1799,eabl really pushed that thing to the market they went hard all in quickmart mzinga na chaser ksh 550,Negative,"Oct 6, 2023 · 3:27 PM UTC",0,0,0,0
1800,uncle uko sawa this is not you bana sasa unataka eabl ianze kufuta watu kazi do you know some families whose kins work there will go hungry if you dont purchase their product uncle usikue mchoyo bana,Neutral,"Oct 6, 2023 · 1:27 PM UTC",1,1,0,1
1801,eabl at 120 wtf,Negative,"Oct 6, 2023 · 1:08 PM UTC",0,0,0,0
1802,the real customer dont look that happy drinking the beer,Positive,"Oct 6, 2023 · 8:18 AM UTC",0,0,0,1
1803,the quality of wheat grown local is sub standardndo maana wasee hu import and that led to most farmers stopping wheat farming and started growing sorghum and barley for eabl,Positive,"Oct 6, 2023 · 7:40 AM UTC",0,0,0,0
1804,,Neutral,"Oct 6, 2023 · 7:36 AM UTC",0,0,0,0
1805,umeanza kupata kabej za eabl ama,Neutral,"Oct 6, 2023 · 7:36 AM UTC",1,0,0,4
1806,peep clients of creative technologiesfintechs banks  eabl no wonder bank accounts are wiped clean in this country,Positive,"Oct 6, 2023 · 6:19 AM UTC",0,2,0,2
1807,inflation imefikia hadi eabl,Neutral,"Oct 6, 2023 · 6:01 AM UTC",0,0,0,0
1808,how beers should one take in a responsible manner,Positive,"Oct 6, 2023 · 5:06 AM UTC",0,0,0,0
1809,where did this go i need it back same taste same quantity,Neutral,"Oct 5, 2023 · 6:13 PM UTC",0,0,0,0
1810,17 year old matthew goodwin has signed a deal to play in the bbl for manchester giants in the 20232024 season  goodwin will continue his studies and will still be suiting up for manchester magic in the eabl ,Positive,"Oct 5, 2023 · 4:35 PM UTC",0,1,0,6
1811,bana kutoka eabl ifike huku washapandisha bei,Neutral,"Oct 5, 2023 · 3:54 PM UTC",0,0,0,0
1812,asks for them in pairs ,Neutral,"Oct 5, 2023 · 2:22 PM UTC",0,0,0,1
1813,i realised that if you drink gilbeys ya events za eabl inakuwanga smoother hata kuliko most high end gins lakini make the mistake of drinking gilbeys ya liquor stores you will be hangovered for a whole week i honestly just buy best gin kama ni ya liquor store,Positive,"Oct 5, 2023 · 1:54 PM UTC",0,0,0,1
1814,distributing sorghum seedlings to farmers as donated by eabl  the county has ready market for sorghum a partnership with private sector,Positive,"Oct 5, 2023 · 12:06 PM UTC",7,6,2,143
1815,uyu ni fala hii aezi ona,Neutral,"Oct 5, 2023 · 11:52 AM UTC",0,0,0,0
1816,hii inamalizanga kipara,Neutral,"Oct 5, 2023 · 11:45 AM UTC",0,0,0,1
1817,kutoka inipeleke kwa plot nihama nilisare,Neutral,"Oct 5, 2023 · 10:32 AM UTC",0,1,0,2
1818,kuna ingine nilibuy hapa kwa kalocal wueeh asubui niliamka natetemeka kama panya ameiba mkate wa brown naskia baridi fake zimejaa sana huku,Negative,"Oct 5, 2023 · 10:30 AM UTC",0,0,0,1
1819,naona gilbeys vodka pia kwani hazijafika huku kenya,Neutral,"Oct 5, 2023 · 10:29 AM UTC",0,0,0,0
1820,bana nimekuwa loyal customer for 12years na ni hangover tuu munanipeanga tuu ,Positive,"Oct 5, 2023 · 10:25 AM UTC",0,0,0,4
1821,tuchezee ka quoter mzee,Neutral,"Oct 5, 2023 · 10:25 AM UTC",0,0,0,0
1822,kuja na moja kutoka uko tusample kama za kenya ni original ,Positive,"Oct 5, 2023 · 10:24 AM UTC",0,0,0,4
1823,bana pitieni kwa comments muone venye kastama wanasema,Neutral,"Oct 5, 2023 · 10:21 AM UTC",9,11,0,74
1824,wee wacha wewe ,Neutral,"Oct 5, 2023 · 9:35 AM UTC",0,0,0,0
1825,you are my senior,Neutral,"Oct 5, 2023 · 9:32 AM UTC",1,0,0,2
1826,i was saying it on your behalf too ,Neutral,"Oct 5, 2023 · 9:23 AM UTC",1,0,0,1
1827,if equity bank can make a profit of ksh 12b  eabl has a ksh 9b profit but kq has a loss of ksh 25b then it simply tells you that we have a country where its citizens survive on loans  get drunk but miss flights or flights are not important to them,Negative,"Oct 5, 2023 · 9:20 AM UTC",0,0,0,0
1828,,Neutral,"Oct 5, 2023 · 9:04 AM UTC",1,0,0,1
1829, young england and gb guard matthew goodwin will move across the city to play for manchester giants in the bbl in 202324 while continuing to rep manchester magic in the eabl ,Positive,"Oct 5, 2023 · 8:11 AM UTC",0,1,0,12
1830,anyone else ever noticed the ugly when young girls grow more curvaceous and sexy than the pretty ones,Positive,"Oct 5, 2023 · 7:49 AM UTC",0,0,0,1
1831,use people who drink your products,Neutral,"Oct 5, 2023 · 5:26 AM UTC",0,0,0,1
1832,,Neutral,"Oct 5, 2023 · 5:19 AM UTC",0,0,0,0
1833,they are ashamed of their customers,Neutral,"Oct 5, 2023 · 5:18 AM UTC",0,0,0,0
1834,small small tweet bro got spooked he wrote a whole essay,Negative,"Oct 5, 2023 · 5:17 AM UTC",0,0,0,3
1835,why are your managers using diks to employ advertisers  use real consumers  this is not a beauty contest  no wonder other brands are phasing you out,Positive,"Oct 5, 2023 · 5:11 AM UTC",0,0,0,0
1836,is going to be a dead organisation in the future,Negative,"Oct 5, 2023 · 5:09 AM UTC",0,0,0,0
1837,they are ashamed of their real customers,Positive,"Oct 5, 2023 · 5:04 AM UTC",0,0,0,0
1838,theyre there for the face card and body bruh ,Neutral,"Oct 5, 2023 · 4:32 AM UTC",0,0,0,0
1839,responsible drinking by not drinking any of it,Positive,"Oct 5, 2023 · 3:27 AM UTC",0,0,0,2
1840,huyo amenimalisa,Neutral,"Oct 5, 2023 · 3:23 AM UTC",0,0,0,0
1841,drunkards dont have such a body this is to show women that you can drink beer and still have such a great bod,Positive,"Oct 5, 2023 · 3:15 AM UTC",0,0,0,0
1842,how do you attract consumers to a product which you cant consume yourself,Neutral,"Oct 5, 2023 · 3:03 AM UTC",0,0,0,1
1843,kuma haiombwi hivo,Neutral,"Oct 5, 2023 · 2:56 AM UTC",0,0,0,1
1844,is run by feminist dont u know that,Neutral,"Oct 5, 2023 · 2:55 AM UTC",0,0,0,0
1845,complete agree use people that consume content,Positive,"Oct 5, 2023 · 2:00 AM UTC",0,0,0,0
1846,or we keep away from your products,Neutral,"Oct 5, 2023 · 1:56 AM UTC",0,0,0,0
1847,that girl is so fine,Positive,"Oct 5, 2023 · 12:32 AM UTC",0,0,0,0
1848,they are ashamed of their customers ,Neutral,"Oct 4, 2023 · 11:40 PM UTC",0,0,0,0
1849,fake advertising,Negative,"Oct 4, 2023 · 11:09 PM UTC",0,0,0,0
1850,all the feminists at eabl wont allow you to have your normal drunk to ad their drinks be content with these cute huns and metrosexual men probably wote ni wa  coalition but do i care nipee guinness baridi na cocacola hapo nikuonyeshe,Positive,"Oct 4, 2023 · 9:36 PM UTC",0,0,0,0
1851,what beer boss the whole skit takes attention of viewers very far from the main subjectthe beer,Positive,"Oct 4, 2023 · 8:40 PM UTC",0,0,0,0
1852,dylan mulvaney,Neutral,"Oct 4, 2023 · 8:09 PM UTC",0,0,0,0
1853,why does eabl use a poser and not real drinkers,Negative,"Oct 4, 2023 · 7:48 PM UTC",0,0,0,0
1854,breweries are never proud of their best customers ,Positive,"Oct 4, 2023 · 7:23 PM UTC",0,1,0,1
1855,wanapea wasichana gigs za pombe na most consumers ni us menfeminist running the corporates,Positive,"Oct 4, 2023 · 7:19 PM UTC",0,0,0,0
1856,,Neutral,"Oct 4, 2023 · 7:09 PM UTC",0,0,0,0
1857,do real consumers cast such shadows,Positive,"Oct 4, 2023 · 6:55 PM UTC",0,0,0,0
1858,,Neutral,"Oct 4, 2023 · 6:53 PM UTC",0,0,0,0
1859,and they cant define that word,Neutral,"Oct 4, 2023 · 6:45 PM UTC",0,0,0,0
1860,eabl has got losses because they give gigs to women instead of men,Neutral,"Oct 4, 2023 · 6:44 PM UTC",0,0,0,0
1861, this wokeness will kill eabl,Neutral,"Oct 4, 2023 · 6:26 PM UTC",0,0,0,0
1862,,Neutral,"Oct 4, 2023 · 6:25 PM UTC",0,0,0,0
1863,he has decided to be there no matter what,Neutral,"Oct 4, 2023 · 6:08 PM UTC",0,0,0,1
1864,ni ya feminazis tupu matako na sura ndo wanaangalia tu throw in a few lines of men are trash and you get all their gigs,Negative,"Oct 4, 2023 · 6:08 PM UTC",0,0,0,0
1865,huyu anasema nini,Neutral,"Oct 4, 2023 · 6:07 PM UTC",0,0,0,5
1866, alafu mutoto ako na figure ya come n see shiiet man wueh  ,Neutral,"Oct 4, 2023 · 6:04 PM UTC",1,0,0,0
1867,bajooga,Neutral,"Oct 4, 2023 · 6:03 PM UTC",0,0,0,0
1868,another week to tag  we will be there no matter what,Neutral,"Oct 4, 2023 · 6:02 PM UTC",0,0,0,1
1869,quite honestly i dont always buy into this averaging down can save a pesron who is invested in small small amounts say something likeless that 100000 bob in a locost share anything below 30 bob per share eg i averaged down on eabl and was fortunate after diageo came through,Positive,"Oct 4, 2023 · 5:57 PM UTC",0,1,0,3
1870,you guys need to stop using fine girls for your promotions huku ground kuna ma promoter wa brands zenyu na wanakata proper niko na leads kama twenty dm for serious business,Positive,"Oct 4, 2023 · 5:26 PM UTC",0,0,0,0
1871, bana,Neutral,"Oct 4, 2023 · 5:23 PM UTC",1,0,0,1
1872,are ashamed of their customers they cant use them in their adverts,Neutral,"Oct 4, 2023 · 5:09 PM UTC",0,1,0,1
1873,as a retired drunkard this point is invalid,Neutral,"Oct 4, 2023 · 5:07 PM UTC",0,0,0,2
1874,tumechoka na hawa pretenders,Neutral,"Oct 4, 2023 · 5:05 PM UTC",0,0,0,1
1875,,Neutral,"Oct 4, 2023 · 5:05 PM UTC",0,0,0,0
1876,you have really examined frame 3 thank you for representing us who take beer,Positive,"Oct 4, 2023 · 5:04 PM UTC",0,1,0,1
1877,yes they need to know the truth ,Neutral,"Oct 4, 2023 · 5:04 PM UTC",0,0,0,0
1878,lol,Positive,"Oct 4, 2023 · 4:56 PM UTC",0,0,0,0
1879,hio imeandikwa eabl labda ni tusker vidonge,Neutral,"Oct 4, 2023 · 4:48 PM UTC",2,1,0,45
1880,but why would one use an empty bottle lets be serious at times at least put water,Negative,"Oct 4, 2023 · 4:41 PM UTC",0,0,0,0
1881,i knewjust read between the lines,Neutral,"Oct 4, 2023 · 4:36 PM UTC",0,0,0,0
1882,haka kaschana ni karongo,Neutral,"Oct 4, 2023 · 4:26 PM UTC",0,0,0,0
1883,eabl is bunch of crap homosexuals feminist promoter im sure she doesnt even drink beer,Negative,"Oct 4, 2023 · 4:14 PM UTC",0,0,0,0
1884,legit drunkards only,Neutral,"Oct 4, 2023 · 4:07 PM UTC",0,0,0,1
1885,hamjui hii wiki ni ya customer service am your loyal customer mkini appreciate i will be very happy regards loyal customer,Positive,"Oct 4, 2023 · 3:54 PM UTC",0,0,0,0
1886, hawa ndio influencers enyewe corruption is everywhere,Neutral,"Oct 4, 2023 · 3:43 PM UTC",0,0,0,0
1887,no wonder they are making losses ,Neutral,"Oct 4, 2023 · 3:37 PM UTC",0,0,0,1
1888,kyoka ffe ba waddaanga batusuula muguluka,Neutral,"Oct 4, 2023 · 3:31 PM UTC",0,0,0,2
1889,how is it drinking when they cant even take a sip of the product,Neutral,"Oct 4, 2023 · 3:23 PM UTC",0,0,0,2
1890,wewe  wacha bana,Neutral,"Oct 4, 2023 · 3:17 PM UTC",0,0,0,0
1891,dont shout,Neutral,"Oct 4, 2023 · 3:10 PM UTC",0,0,0,0
1892,focus on the body sir,Neutral,"Oct 4, 2023 · 3:09 PM UTC",0,0,0,0
1893,businesses are there to make money for the shareholdersinvestors eabl serves drunkards but benefits investors the most the same case applies to church investments,Positive,"Oct 4, 2023 · 3:05 PM UTC",1,0,0,0
1894,what are you cooking ,Neutral,"Oct 4, 2023 · 3:03 PM UTC",0,0,0,0
1895,vayolence,Neutral,"Oct 4, 2023 · 2:52 PM UTC",0,0,0,1
1896,its an obligation they have to so that you dont mistake it for organic content which would be false marketing,Negative,"Oct 4, 2023 · 2:44 PM UTC",1,0,0,0
1897,,Neutral,"Oct 4, 2023 · 2:38 PM UTC",0,0,0,0
1898,,Neutral,"Oct 4, 2023 · 2:36 PM UTC",0,0,0,0
1899,,Neutral,"Oct 4, 2023 · 2:33 PM UTC",0,0,0,0
1900,this one doesnt know what that is he is from ssebos land,Neutral,"Oct 4, 2023 · 2:31 PM UTC",0,0,0,0
1901,thank you for saying this,Neutral,"Oct 4, 2023 · 2:25 PM UTC",0,0,0,0
1902,nope any business is about profitability and thats even why they advertise so that there be more consumption their best client is one who consumes most and hence they should be gracious and use them in the advert,Positive,"Oct 4, 2023 · 2:13 PM UTC",0,1,0,3
1903,,Neutral,"Oct 4, 2023 · 2:13 PM UTC",0,0,0,0
1904,hahaha kabisaa,Positive,"Oct 4, 2023 · 2:13 PM UTC",0,0,0,0
1905,its customers week na wanatubeba ufala,Neutral,"Oct 4, 2023 · 2:12 PM UTC",0,0,0,1
1906,,Neutral,"Oct 4, 2023 · 2:10 PM UTC",0,0,0,0
1907,i am one of you,Neutral,"Oct 4, 2023 · 1:58 PM UTC",1,0,0,29
1908,they shuld hv not advertised fo it in the fast place  coz we all they r marketing their products not advocating fo responsible drinking ,Positive,"Oct 4, 2023 · 1:48 PM UTC",0,0,0,1
1909,always made wonder if social media campaigns are about number of eyeballs vs quality of engagement or a case of the converted dont need to be preached to rather it becomes an aim for new acquisitions ,Positive,"Oct 4, 2023 · 1:48 PM UTC",0,0,0,0
1910,nvako ,Neutral,"Oct 4, 2023 · 1:37 PM UTC",0,0,0,0
1911, i have never seen an alcohol company using a drunk person for any advertising are they ashamed of their customers,Negative,"Oct 4, 2023 · 1:36 PM UTC",0,0,0,1
1912,heheh true hajameza kitu,Positive,"Oct 4, 2023 · 1:35 PM UTC",0,0,0,1
1913,eabl walikosa drinkist  ,Neutral,"Oct 4, 2023 · 1:33 PM UTC",1,1,0,3
1914,dont call us drunkards please ,Neutral,"Oct 4, 2023 · 1:31 PM UTC",2,0,0,18
1915,theres a guy called riggy g across the border hes the president truthful men,Positive,"Oct 4, 2023 · 1:31 PM UTC",0,0,0,0
1916,,Neutral,"Oct 4, 2023 · 1:31 PM UTC",0,0,0,0
1917,real consumer alert  also stalk my youtube vlogs,Positive,"Oct 4, 2023 · 1:30 PM UTC",1,1,0,1
1918,if by chance they had used me the whole advertising business would have to be repeated for a whole week,Positive,"Oct 4, 2023 · 1:25 PM UTC",0,0,0,1
1919,,Neutral,"Oct 4, 2023 · 1:24 PM UTC",0,0,0,1
1920,they want to get the next generation hooked foras they know we are already alcohol dependent the alcohol industry is a scam i quit a month ago,Neutral,"Oct 4, 2023 · 1:20 PM UTC",0,0,0,0
1921,have you bought your ticket yet buy now from the bio hauntedcircusmemories thehauntedcircus halloween,Neutral,"Oct 4, 2023 · 1:15 PM UTC",1,2,1,4
1922,,Neutral,"Oct 4, 2023 · 1:12 PM UTC",1,0,0,0
1923,eabl wanakupea partnership because of their vaginatized brains,Neutral,"Oct 4, 2023 · 1:10 PM UTC",0,0,0,0
1924,people who look like us,Neutral,"Oct 4, 2023 · 1:03 PM UTC",0,0,0,1
1925,inclusivity in it ,Neutral,"Oct 4, 2023 · 1:01 PM UTC",0,0,0,1
1926, this is the funniest thing ive seen on the internet today  nfaaaaa,Neutral,"Oct 4, 2023 · 12:53 PM UTC",0,0,0,0
1927,haha we rebuke preaching beer and drinking air,Positive,"Oct 4, 2023 · 12:53 PM UTC",0,1,0,1
1928,,Neutral,"Oct 4, 2023 · 12:52 PM UTC",0,0,0,0
1929,they should have contacted brian mutaganywa we call him bell lager his constant friend when happening or chilling is a bell lager,Negative,"Oct 4, 2023 · 12:50 PM UTC",0,1,0,6
1930,where were you seriously ,Negative,"Oct 4, 2023 · 12:49 PM UTC",1,0,0,1
1931, movement,Neutral,"Oct 4, 2023 · 12:46 PM UTC",0,0,0,9
1932,hati iwe loss nogishangahi,Neutral,"Oct 4, 2023 · 12:46 PM UTC",1,0,0,2
1933,someone wants you to model for bell,Positive,"Oct 4, 2023 · 12:45 PM UTC",1,0,0,2
1934,let all men refuse any beer that is advertised by women they are not the majority of consumers yet we see them in marketing we want men in that advertising like it was before that makes sense on why many girls today lack manners,Positive,"Oct 4, 2023 · 12:42 PM UTC",0,1,0,3
1935,,Neutral,"Oct 4, 2023 · 12:39 PM UTC",0,0,0,0
1936,stop taking alcohol,Neutral,"Oct 4, 2023 · 12:31 PM UTC",0,0,0,0
1937,rosecoco,Neutral,"Oct 4, 2023 · 12:22 PM UTC",1,0,0,0
1938,ingekua mtu kama jaymo ule msee ama omosh hapo tungeingia box mbaya nice try,Positive,"Oct 4, 2023 · 12:21 PM UTC",0,1,0,1
