,data,text,sentiment,stats,links
548,https://twitter.com/OduorNguka/status/1735352493171745248#m,"I hope they had options but KPLC, NHIF na NSSF are things I really wish to not be taking my money.  For now penye niko na option, I am done with the family system, am done with EABL I'll only drink chang'a nikienda ocha.",,"Dec 14, 2023 · 5:34 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
549,https://twitter.com/sleekseesghosts/status/1735329427767058908#m,If y'all want to drink legit liquor; visit EABL distributors or order from EABL through ke.thebar.com,,"Dec 14, 2023 · 4:02 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
550,https://twitter.com/Nunx_9/status/1735326908508733797#m,Few clips from both wins vs Birmingham Rockets in the EABL.  @SheffElite_BA @BradleyConnor5 @JUCOadvocate @NextUpRecruit @RyanCook_ @academybballeng,,"Dec 14, 2023 · 3:52 PM UTC","{'comments': 2, 'retweets': 12, 'quotes': 0, 'likes': 19}"
551,https://twitter.com/danielnwauzu1/status/1735251114428072407#m,23pts 15rbs 0turnovers 29index v Derby EABL  @academybballeng,,"Dec 14, 2023 · 10:51 AM UTC","{'comments': 0, 'retweets': 5, 'quotes': 1, 'likes': 14}"
552,https://twitter.com/emanumwangi/status/1735230644836286970#m,Whitecap by @EABL_PLC,,"Dec 14, 2023 · 9:29 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
553,https://twitter.com/Smalzz_/status/1735209838429249764#m,🤣🤣🤣🤣🤣 aliletwa na EABL I think 2011 or 12,,"Dec 14, 2023 · 8:07 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
554,https://twitter.com/amerucan_bantu/status/1735197058812788834#m,All the men in-shot are potbellied 🤔 Strong drink is for those who are about to perish Prov 31:6.  Why glorify societal wicked problems like alcoholism? Is this drinking responsibly?  I don't know if @DiageoGB @EABL_PLC @NACADAKenya are 'responsible'.,,"Dec 14, 2023 · 7:16 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
555,https://twitter.com/miriti71/status/1735193280080433489#m,"Eabl keeps pushing Nketiah as an idea but all they are talking about is his physical advantage and hardwork, his brain speed and football IQ are years behind.",,"Dec 14, 2023 · 7:01 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
556,https://twitter.com/mx__chichi/status/1735183719651000602#m,Naah! Don't beat corners just speak to EABL directly. Sema kitambi happened na we will not take offense🤦🏾‍♀️😂,,"Dec 14, 2023 · 6:23 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
557,https://twitter.com/KentCrusadersBB/status/1735074463492780079#m,🛡️⚔️ Big WIN on the road for Canterbury Academy versus JMA in the EABL #FinalCrusade #WeAreCrusaders,,"Dec 13, 2023 · 11:09 PM UTC","{'comments': 1, 'retweets': 3, 'quotes': 1, 'likes': 13}"
558,https://twitter.com/My_bball/status/1735035819532976501#m,Bouncing back in the EABL!,,"Dec 13, 2023 · 8:35 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 13}"
559,https://twitter.com/Georgiz_/status/1735007897111695584#m,Why aren't EABL and other alcohol distributors more actively fighting alcohol adulters? You'd think they'd have more to lose.,,"Dec 13, 2023 · 6:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
560,https://twitter.com/Greatroma01/status/1734988953038512485#m,"Me I think Kenya Power should be managed by EABL.  Those guys have never run short of beer, even in the peak season.",,"Dec 13, 2023 · 5:29 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
561,https://twitter.com/IBA_Copleston/status/1734987774564987265#m,"After an intense game, the EABL team are left taking a loss against Oaklands on the road.   Femi Edu dropped 25 points while Sam Wood added 15 for the IBA boys.  #IBCfamily @academybballeng",,"Dec 13, 2023 · 5:24 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 3}"
562,https://twitter.com/academybballeng/status/1734987516359369050#m,Oaklands’ Jack Davies is a leader 👊  @bballengland 🤝 underratedgb  #EABL,,"Dec 13, 2023 · 5:23 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 2, 'likes': 7}"
563,https://twitter.com/cobrockets/status/1734982249496318458#m,🚀 We fall just short in our final EABL outing of 2023.  #WeAreRockets @academybballeng,,"Dec 13, 2023 · 5:02 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 5}"
564,https://twitter.com/CureAbrams/status/1734951255242363279#m,"Me I think Kenya Power should be managed by EABL.  Those guys have never run short of beer, even in the peak season.",,"Dec 13, 2023 · 2:59 PM UTC","{'comments': 1, 'retweets': 5, 'quotes': 0, 'likes': 17}"
565,https://twitter.com/academybballeng/status/1734942936129769961#m,CoLA’s Khyle Capanzana reveals his biggest motivation ❤️  @bballengland 🤝 underratedgb   #EABL,,"Dec 13, 2023 · 2:26 PM UTC","{'comments': 1, 'retweets': 3, 'quotes': 0, 'likes': 4}"
566,https://twitter.com/My_bball/status/1734933201292771723#m,Ready to get after it in the EABL!   #MySco🏀 #WeGoAgain,,"Dec 13, 2023 · 1:48 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 11}"
567,https://twitter.com/Ngangat1/status/1734914554377679074#m,"Sector eabl hawaja ingi ni ya condom tu, wachana KO wafanye vitu zao",,"Dec 13, 2023 · 12:33 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
568,https://twitter.com/Njorogehenry/status/1734907760720880056#m,Market summary:13/12/23  Turnover 260M;shares traded 17.2M.  SCOM @ 14.45 moved 14.8M shares valued at 214M. EQTY Bank @ 36.85 moved 0.4M shares valued at 14M. KCB @ 19.25 moved 0.6M  shares valued at 11M. EABL@ 111.75  In the money market:  1 US DOLLAR = Kes 153.3471,,"Dec 13, 2023 · 12:06 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 1, 'likes': 6}"
569,https://twitter.com/cobrockets/status/1734907599244374419#m,🚀 It’s gameday in the EABL!  Our Rockets @BMetC Academy are facing off against @SheffElite_BA at 3pm!  ⚠️ Please note: All students attending the game must wear college lanyards at all times. All visitors must be accredited through the BMet visitation system.  #WeAreRockets,,"Dec 13, 2023 · 12:06 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 3}"
570,https://twitter.com/STORMS_7_/status/1734901239429632183#m,Naeza kujia jioni Niko hapa EABL,,"Dec 13, 2023 · 11:41 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 4}"
571,https://twitter.com/academybballeng/status/1734900411939672252#m,"Postponed: Barking v CoLA (EABL), Sheffield v Manchester (WEABL)",,"Dec 13, 2023 · 11:37 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
572,https://twitter.com/KentCrusadersBB/status/1734893453006246170#m,⚔️🛡️ After a weeks break Canterbury are back in EABL action as they are on the road to JMA. #FinalCrusade #WeAreCrusaders,,"Dec 13, 2023 · 11:10 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 4}"
573,https://twitter.com/bballengland/status/1734861048484671791#m,"Basketball England Academy and GB U18 star Tyrese Lacey gives an insight into the US, the UK and life in the EABL 👇  https://ow.ly/VY2E50QhiQ9",,"Dec 13, 2023 · 9:01 AM UTC","{'comments': 0, 'retweets': 6, 'quotes': 1, 'likes': 14}"
574,https://twitter.com/LiamBow15132475/status/1734740224981246007#m,@vestr @NHSOrganDonor @Madan_Mapling @DavidBieneman @nitinbhatnagaar @EABL @TommyWierper @dleongranadillo @princessxdaniel @aubrey__02 @oieyou @sm1967 @Attaskiii @shemayas @fernandezdan @kat_chzhen @Leelaviwat_m @della5658 @twaysay45 @apuchkov @gregopad39 @vektorstudio,,"Dec 13, 2023 · 1:01 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
575,https://twitter.com/jramboooo/status/1734599125306417657#m,Eti Keroche's senator... senator is a EABL brand,,"Dec 12, 2023 · 3:40 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
576,https://twitter.com/JohnomunyPaul/status/1734596141583401284#m,@EABL_PLC needs to pay me for advertising their product. Kujiburudisha na marafiki kwenye beaches ⛱️ 😍,,"Dec 12, 2023 · 3:28 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
577,https://twitter.com/MEsipisu/status/1734536861689708826#m,"We were delighted to welcome PCS @MusaliaMudavadi and Dayalan Nayager, Africa Regional President and Chief Commercial Officer at @DiageoGB at our #LancasterHouse #KenyaAt60 event last week. @Kiniti @EABL_PLC",,"Dec 12, 2023 · 11:33 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 18}"
578,https://twitter.com/Josholuga/status/1734469751462625564#m,Kenya Power ipatiwe EABL wa manage😂😂 #KPLC #Resign Trends: Raila Odinga uhuru gardens Murkomen baba milli cent omanga NTSA,,"Dec 12, 2023 · 7:06 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
579,https://twitter.com/mytradesignals/status/1734435971175706674#m,$EABL I honestly didn't expect it to fill the whole wick but here we are...,,"Dec 12, 2023 · 4:52 AM UTC","{'comments': 4, 'retweets': 2, 'quotes': 0, 'likes': 4}"
580,https://twitter.com/____Yoda/status/1734403700439818306#m,"The toughest thing in this country after going after/against the government, is going after/against EABL.",,"Dec 12, 2023 · 2:44 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
581,https://twitter.com/_wangereka1/status/1734341747885679016#m,Niko waters na kesho Bado ni Holiday. Defund EABL,,"Dec 11, 2023 · 10:37 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
582,https://twitter.com/ES_Bball/status/1734325337721311725#m,Edward Onyia was named the official EABL Player of the week after putting in another strong display against Myerscough and dominating in points and rebounding tallying 24 points and 15 rebounds,,"Dec 11, 2023 · 9:32 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 1, 'likes': 14}"
583,https://twitter.com/BadboyLeiKe/status/1734295378176991641#m,"EABL are those family members that wish nothing good on you for being in your own zone, nkt!",,"Dec 11, 2023 · 7:33 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
584,https://twitter.com/Edd_bande/status/1734291023134691387#m,EABL will go to war with them. They should brace for war,,"Dec 11, 2023 · 7:16 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
585,https://twitter.com/TheNjoroge/status/1734283675276120543#m,What have you drank? Make sure its EABL.,,"Dec 11, 2023 · 6:47 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
586,https://twitter.com/maydew_tom/status/1734279203866980695#m,Charnwood Riders headline week 8’s EABL Players of the week⬇️,,"Dec 11, 2023 · 6:29 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}"
587,https://twitter.com/brianchiwax/status/1734260091317002265#m,"Think before you talk. What do you mean gov't is not in the business of setting up industries? KICC is an industry run by government, same to Kenya meat commission, EABL etc",,"Dec 11, 2023 · 5:13 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}"
588,https://twitter.com/OkelloNjaga/status/1734244740554461423#m,I can bet you anything most of the booze in your local wines and spirits shop has never seen the inside of EABL. Illegal booze moved away from changaa a long time ago.,,"Dec 11, 2023 · 4:12 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
589,https://twitter.com/SpiceFMKE/status/1734241356426395684#m,Which Gordon's is your favourite?  Enjoy it this festive season from ke.thebar.com. There's something for everyone.   #ItsAWrap #JimmiGathuLive #TTS2023 .@EABL_PLC,,"Dec 11, 2023 · 3:58 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
590,https://twitter.com/sue_atieno99/status/1734219914469048642#m,After doing influencer Jobs on time and you promised to make payments Every monday and Thursday 5pm! What happened? Whats wrong with the delayed payments? This is unfair! @MyquestMike @EABL_PLC @Myspace_Kenya @WowziTheWorld @SmirnoffKE @VoomaApp @TimizaKE #WowziPayInfluencers,,"Dec 11, 2023 · 2:33 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
591,https://twitter.com/Brianmimi/status/1734207433877205090#m,KO have a good product but their reach is limited...EABL have noticed the gap and have swiftly moved in to fill the gap. Interesting space to watch.,,"Dec 11, 2023 · 1:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}"
592,https://twitter.com/PaddockGirl_44/status/1734205439917650052#m,Kenyans will be calling this one KO manyatta. Or KO ya eabl😂😂😂,,"Dec 11, 2023 · 1:36 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
593,https://twitter.com/Rickygakugi/status/1734193093891535243#m,EABL/ Diageo are ruthless when it comes to dealing with competitors.,,"Dec 11, 2023 · 12:47 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
594,https://twitter.com/25onRed/status/1734166067843338582#m,Price war incoming? What's the RRP on these EABL ciders?,,"Dec 11, 2023 · 10:59 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
595,https://twitter.com/GacheriNdumba/status/1734162542551831013#m,EABL shida yao ni kujaza pombe sukari na this will be no different.  Anyway hata huwa sinywi KO because of the sugar content.  Can EABL just give us a dry cider!,,"Dec 11, 2023 · 10:45 AM UTC","{'comments': 1, 'retweets': 6, 'quotes': 0, 'likes': 7}"
596,https://twitter.com/itsmekamau/status/1734152908508176401#m,"At this point, EABL wanafaa kuanza kukulipa",,"Dec 11, 2023 · 10:07 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
597,https://twitter.com/DavieDuque/status/1734149552783896583#m,Unatoka nje unagongwa na gari ya EABL😭,,"Dec 11, 2023 · 9:54 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
598,https://twitter.com/Lost_wan_/status/1734138769672950016#m,Sikuwai ionja hata but it looked like it.  Juu why were some bottles of rockshore labeled kbl na zingine eabl?😂😂😂,,"Dec 11, 2023 · 9:11 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
599,https://twitter.com/MartinMarete/status/1734092151728803911#m,This will ultimately lead to even lower corporate Taxes paid by EABL and other beer manufacturers as a result of lower sales due to depressed demand.Bure Kabisa.,,"Dec 11, 2023 · 6:06 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
600,https://twitter.com/Miss_Lumumba/status/1734092040063905960#m,"KO must have shaken the tables kiasi. Uzuri for EABL, they have good marketing budgets.",,"Dec 11, 2023 · 6:05 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 9}"
601,https://twitter.com/mjuaji2003/status/1734085361255506416#m,Most drinkers aren't walevis so they're just drinking less alcohol. Pombe sio lazima for the responsible majority that EABL targets.,,"Dec 11, 2023 · 5:39 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
602,https://twitter.com/mbuguz57/status/1734084337232990641#m,"Just check EABL report for the last financial year, there has been a significant drop in beer sales...",,"Dec 11, 2023 · 5:34 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
603,https://twitter.com/mytradesignals/status/1734059854065529132#m,$EABL,,"Dec 11, 2023 · 3:57 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 10}"
604,https://twitter.com/zhegal/status/1733945500309524810#m,Second some engineers from Safaricom & EABL or go the whole hog and get the generator manufacturers' engineers.,,"Dec 10, 2023 · 8:23 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}"
605,https://twitter.com/zhegal/status/1733943417338466335#m,Their engineers should go to EABL for retraining on skills and motivation.,,"Dec 10, 2023 · 8:15 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
606,https://twitter.com/jpmuga/status/1733942348243984780#m,This will be interesting. KO should keep executing as they have anz they will grow market share.   EABL are the giants and will try saturate us with Ad campaigns but the brand lacks a soul.  EABL should acquire KO and let them continue operating independently,,"Dec 10, 2023 · 8:10 PM UTC","{'comments': 2, 'retweets': 2, 'quotes': 0, 'likes': 29}"
607,https://twitter.com/vonsigliere/status/1733936856180359613#m,EABL are finally introducing this brand to counter KO.,,"Dec 10, 2023 · 7:48 PM UTC","{'comments': 31, 'retweets': 138, 'quotes': 81, 'likes': 396}"
608,https://twitter.com/sbluseno1/status/1733925867154223392#m,"How I wish Kenyan businesses that incur losses due to power outages can go to court and demand for damages due to, lost production with personalized cost responsibility to the CEOs concerned and the CS? @KAM_Kenya @EABL_PLC",,"Dec 10, 2023 · 7:05 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
609,https://twitter.com/FoOtieno/status/1733883953151443372#m,Hi @EABL_PLC  does this pic cut it for ads?,,"Dec 10, 2023 · 4:18 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
610,https://twitter.com/LemayianLeiyan/status/1733868803614810476#m,😂😂 aiii hapo ndo EABL watajua mbona kuku hai kojoangi 😂,,"Dec 10, 2023 · 3:18 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
611,https://twitter.com/SpiceFMKE/status/1733864736117178654#m,"We've got Singleton for you! Come through, have a sip, at the Junction Mall, Rooftop.  Order today at ke.thebar.com #ItsAWrap .@EABL_PLC #TTS2023",,"Dec 10, 2023 · 3:02 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 0}"
612,https://twitter.com/SOdabo47691/status/1733856477658468735#m,Tembo Sacco under DIAGEO EABL,,"Dec 10, 2023 · 2:29 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
613,https://twitter.com/SpiceFMKE/status/1733821799027077259#m,Keep Walking in style this festive season.   Order your Johnnie Walker at ke.thebar.com #itsAWrap @EABL_PLC #TTS2023 @JimmiGathu @TisTheSeason254,,"Dec 10, 2023 · 12:11 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}"
614,https://twitter.com/SirClaise/status/1733789268219203697#m,Dorper farming  Bee keeping  Joined stima Sacco  Placed an IFB Accumulated EABL,,"Dec 10, 2023 · 10:02 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
615,https://twitter.com/Gik_Vik/status/1733589623366951056#m,Wewe uko EABL ama Uko EBL?,,"Dec 9, 2023 · 8:49 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
616,https://twitter.com/ES_Bball/status/1733561664119722429#m,Our top performers from week 8 in the EABL!  Read more ⬇️https://elitescholars.co.uk/2023/12/08/eabl-players-of-the-week-gw-8,,"Dec 9, 2023 · 6:58 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 1, 'likes': 7}"
617,https://twitter.com/MumbiMumbs/status/1733507903502291377#m,EABL aki🤣🤣🤣🤣🤣🤣,,"Dec 9, 2023 · 3:24 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
618,https://twitter.com/Lee_uncle/status/1733505779959759356#m,Buda @JimmyGathu I am so coming!,,"Dec 9, 2023 · 3:15 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
619,https://twitter.com/SpiceFMKE/status/1733504258924740981#m,"Don Julio, anyone?🥃 Order your favourite drink this festive from ke.thebar.com #ItsAWrap .@EABL_PLC @TisTheSeason254",,"Dec 9, 2023 · 3:09 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
620,https://twitter.com/SpiceFMKE/status/1733466565540991275#m,On location: Junction Mall  Ready for day 2! #TTS2023   Come through! #JimmiGathuLive @JimmiGathu @TisTheSeason254 @EABL_PLC #ItsAWrap,,"Dec 9, 2023 · 12:40 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 3}"
621,https://twitter.com/academybballeng/status/1733421010198691911#m,Edward Onyia was on it to land the EABL Player of the Week award🔥,,"Dec 9, 2023 · 9:39 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 4}"
622,https://twitter.com/KiruthuLucy/status/1733408742962581772#m,"A few of existing businesses that existed in Kenya before 1963:-  ✅Banking: KCB Group, Diamond Trust Bank Group  ✅Manufacturing: Unga; East Africa Breweries (EABL);  Bamburi Cement;  Kakuzi Limited  ✅Media: Nation Media Group  ✅Insurance: Jubilee Insurance Company  Kenya@60",,"Dec 9, 2023 · 8:50 AM UTC","{'comments': 1, 'retweets': 1, 'quotes': 1, 'likes': 7}"
623,https://twitter.com/MutugiGathumbi/status/1733406570635985013#m,"It was an year of crazy sacrifices and solitude,600k in mmf,200k in NSE,heavy on Scom and EABL(new in NSE)and 150k in cryptocurrency which is performing better than everything I have.",,"Dec 9, 2023 · 8:41 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
624,https://twitter.com/CharnwoodBball/status/1733403611625869314#m,🎥: Edward Onyia on 🔥 in the @academybballeng EABL against Myerscough!  #BritishBasketball,,"Dec 9, 2023 · 8:30 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 1, 'likes': 14}"
625,https://twitter.com/MalcolmVel59257/status/1733326737407197359#m,@GeigerEli @fujisandronedem @Thapelo30849344 @EABL @JuanCesarQS @AnaBriley__24 @RDuquedelRio @CEMRE07425912 @bxbyoil_ @kanadenka @bev_mrph @MilosVukas9 @01_Konfucyus @PibbleGalRedux @blader303 @KoeppThomas @DCMcDillon @JosyahHJohnson @sircdu @VictorVictorssm @kimmie777777,,"Dec 9, 2023 · 3:24 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
626,https://twitter.com/friedegge/status/1733316993187557841#m,eabl!!!,,"Dec 9, 2023 · 2:45 AM UTC","{'comments': 4, 'retweets': 0, 'quotes': 0, 'likes': 15}"
627,https://twitter.com/FamZuchu/status/1733266405162615134#m,@TuskerLager @tuskermaltug @TuskerMaltLager @EABL_PLC #kenya #tanzania #uganda #sundan #Rwanda #Ethiopia is true ama ni story za Jaba 😂😂😂,,"Dec 8, 2023 · 11:24 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
628,https://twitter.com/muthongii/status/1733227477521022983#m,Lazima watu wa eabl wapate kazi,,"Dec 8, 2023 · 8:50 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
629,https://twitter.com/CharnwoodBball/status/1733222724233814486#m,"Edward Onyia named @academybballeng  EABL Player of the Week!  24 pts, 15 reb & 4 ast  #BritishBasketball",,"Dec 8, 2023 · 8:31 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 17}"
630,https://twitter.com/__K3ndi/status/1733217818957492633#m,EABL ? 🔥🤞🕯,,"Dec 8, 2023 · 8:11 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
631,https://twitter.com/jaco78/status/1733195827605086719#m,"Sadly this isn't Kenya, its a duty free shop at Entebe Airport.",,"Dec 8, 2023 · 6:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
632,https://twitter.com/shynnn01/status/1733190946169237998#m,Bro which supermarket is this and how much is the Uganda waragi ginger and lemon flavor,,"Dec 8, 2023 · 6:24 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
633,https://twitter.com/Ranallly/status/1733149777146077390#m,😂😂I will approach EABL watupee ya Chrome,,"Dec 8, 2023 · 3:41 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
634,https://twitter.com/academybballeng/status/1733142821262028970#m,Onyia and Gray take Player of the Week across the EABL & WEABL!,,"Dec 8, 2023 · 3:13 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 1, 'likes': 12}"
635,https://twitter.com/NRGRadioKenya/status/1733135652609306868#m,Celebrate this year’s milestones with EABL 🙌🏾🙌🏾 As they introduce The festive season soiree  There’s a package for everyone and you get it just as you like it🤌🏼😍😍 #NRGTransit,,"Dec 8, 2023 · 2:45 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 11}"
636,https://twitter.com/sokodirectory/status/1733108764763464175#m,Foreign investors remained net sellers for the sixth consecutive session printing net outflows of USD 166.7K. Stanbic led the selling charge while EABL led the buying charge. https://sokodirectory.com/2023/12/stanbic-beats-safaricom-to-emerge-as-top-traded-counter/,,"Dec 8, 2023 · 12:58 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
637,https://twitter.com/sokodirectory/status/1733108406771233265#m,12/30 EABL shed 0.2% to KES 112.00 while Bamburi continued its rally on a 0.5% gain to KES 40.20 – the highest since 23rd April 2021. The counter has so far gained 78.7% since the announcement of the sale of Hima Cement. https://sokodirectory.com/2023/12/stanbic-beats-safaricom-to-emerge-as-top-traded-counter/,,"Dec 8, 2023 · 12:56 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
638,https://twitter.com/_ambede/status/1733100999533883406#m,"Safaricom, on the other hand, shed 0.3% to KES 14.55 – erasing gains printed in the week.  EABL shed 0.2% to KES 112.00 while Bamburi continued its rally on a 0.5% gain to KES 40.20 – the highest since 23rd April 2021. - soko directory https://sokodirectory.com/2023/12/stanbic-beats-safaricom-to-emerge-as-top-traded-counter/",,"Dec 8, 2023 · 12:27 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
639,https://twitter.com/ArkadiosMotors/status/1733080047110561912#m,The classic rally Souvenir Programme is available online! Have a look here: https://online.anyflip.com/oyvge/hzjh/mobile/index.html #eastafricansafricaclassic #safarirally #classicsafari #twendeclassic @standardkenya @aquamistwater @vipingo.ridge @safaricomplc_ @nestseekers Eabl @sopa_lodges @isuzukenya,,"Dec 8, 2023 · 11:04 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
640,https://twitter.com/Nyongzz/status/1733050019786174829#m,@EABL_PLC nadai canvas shades na merchandise,,"Dec 8, 2023 · 9:04 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
641,https://twitter.com/mmnjug/status/1733006174990303527#m,ICYMI: @AmbokoJH discussed the news of Diageo getting out of the Kenyan beer market with @EABL_PLC honchos,,"Dec 8, 2023 · 6:10 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
642,https://twitter.com/Don1fx/status/1733006030752076105#m,Njoki talking about EABL moving to Tz yet they've always been there😒👀💀  Pls double check and confirm that these 'insider-info' huwa mnapewa are legit.,,"Dec 8, 2023 · 6:10 AM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 5}"
643,https://twitter.com/WAZlRl/status/1733004090173423928#m,EABL wont move their HQ. A 100 year old Kenyan company to move their HQ?   To a country dominated by its biggest regional competitor?,,"Dec 8, 2023 · 6:02 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
644,https://twitter.com/olekaburu/status/1732982254358372713#m,"Sense for any business. eabl launched a micro brewery at the ruaraka site due to increased craft beer. Eabl will not risk losing market share in kenya, where it dominates to fight AB Inbev in markets where they are not market leaders  and fight the largest beer producer",,"Dec 8, 2023 · 4:35 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
