,data,text,stats,links,sentiment
81,https://twitter.com/Inyaaclare/status/1646144653870104576#m,#AD His royal cuteness @Lithan_Mc1 will host you tonight at vybz Lounge. Mad party as you #UnleashYourEdge with @SmirnoffUganda 🔥🥳  #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 12, 2023 · 1:34 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 15}",Positive
82,https://twitter.com/djalberto43/status/1645851365879472128#m,"#PaidPartnershipWithEABL The 43 effect team will definitely be present,Secure your invite now and be ready to mingle with them at the #SmirnoffFiestas Mbarara experience. It's gonna be an amazing experience  13th May 2023 at University Inn  #UnleashYourEdge #ChooseFlavourWithEdge","Apr 11, 2023 · 6:08 PM UTC","{'comments': 1, 'retweets': 1, 'quotes': 1, 'likes': 9}",Positive
83,https://twitter.com/Inyaaclare/status/1645800694040113152#m,#AD My squad and I can't wait to see you guys at #SmirnoffFiestas Mbarara experience. It's gonna be awesome 🥳🍻  13th May 2023 at University Inn  #UnleashYourEdge #ChooseFlavourWithEdge,"Apr 11, 2023 · 2:47 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 18}",Positive
84,https://twitter.com/Inyaaclare/status/1644725372141948928#m,#AD We are @City_Lounge1 tonight. Come and have fun with the coolest crowd as you #UnleashYourEdge with Smirnoff   #ChooseFlavourWithEdge #SmirnoffFiestas,"Apr 8, 2023 · 3:34 PM UTC","{'comments': 1, 'retweets': 5, 'quotes': 0, 'likes': 25}",Positive
85,https://twitter.com/Inyaaclare/status/1644347661712076801#m,#AD Fresh mixes and Fresher Vibes tonight at Aces Lounge. It's gonna be a lot of fun & you get a chance to secure your ticket for the #SmirnoffFiestas happening 13th May at University Inn Mbarara.  Who's gonna be my date tonight?  #UnLeashYourEdge #ChooseFlavourWithEdge,"Apr 7, 2023 · 2:33 PM UTC","{'comments': 2, 'retweets': 6, 'quotes': 0, 'likes': 21}",Positive
86,https://twitter.com/EmceeKunaana/status/1644325653855064066#m,#AD  Wishing y'all blessed and vibrant Easter holidays🤩 with responsible drinking of your #smirnoff  CC: @SmirnoffUganda #RedCardUganda #ChooseFlavourWithEdge,"Apr 7, 2023 · 1:06 PM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 15}",Positive
87,https://twitter.com/Inyaaclare/status/1643973117939974152#m,#AD  And the fresh Vibes continue🔥🔥 The Party is at The Heat Bar tonight. Come and #UnLeashYourEdge as you mix with the coolest squad.  #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 6, 2023 · 1:45 PM UTC","{'comments': 1, 'retweets': 5, 'quotes': 0, 'likes': 20}",Positive
88,https://twitter.com/djalberto43/status/1643721882577915905#m,#PaidPartnershipwithEABL  Look here the vibes are up already #UnleashYourEdge with Smirnoff !My guys The Party is set at Vybz Lounge tonight. Come through with your geng geng as we get ready  for #SmirnoffFiestas on May 13th at University Inn Mbarara   #ChooseFlavourWithEdge,"Apr 5, 2023 · 9:06 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 25}",Positive
89,https://twitter.com/Inyaaclare/status/1643708691273613312#m,#AD  Look at this view 🥰 #UnleashYourEdge with Smirnoff Darlings. Party is at Vybz Lounge tonight. Bring  your squad as we gear up for #SmirnoffFiestas on May 13th at University Inn Mbarara   #ChooseFlavourWithEdge,"Apr 5, 2023 · 8:14 PM UTC","{'comments': 0, 'retweets': 8, 'quotes': 1, 'likes': 40}",Positive
90,https://twitter.com/BelgaLive1997/status/1643687760983728159#m,"#PaidPartnershipWithEABL  I see y’all need plot tonight, Kiwedde the #SmirnoffFiestas are tonight happening at @VybzLounge Mbarara with @Lithan_Mc1 ft @DeejBanxx #ChooseFlavourWithEdge","Apr 5, 2023 · 6:51 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 22}",Neutral
91,https://twitter.com/Inyaaclare/status/1643576301062610945#m,#AD Vybz Lounge is the place to be tonight. Fall in for Fresh Vibes and Fresh Mixes as we count down to 13th May 2023 for #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 5, 2023 · 11:28 AM UTC","{'comments': 0, 'retweets': 8, 'quotes': 0, 'likes': 19}",Positive
92,https://twitter.com/djalberto43/status/1643281343248228352#m,#AD The count down is already on.......  It's gonna be an amazing experience with #SmirnoffFiestas at University Inn Mbarara on 13th May 2023 🥳!Dont forget tonight the activations are going down @signature_mbra link up we sip some.  #ChooseFlavourWithEdge #SmirnoffFiestas,"Apr 4, 2023 · 3:56 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 14}",Positive
93,https://twitter.com/Inyaaclare/status/1643265742735810560#m,#AD And the Countdown begins.......  It's gonna be an awesome experience with #SmirnoffFiestas at University Inn Mbarara on 13th May 2023 🥳  #ChooseFlavourWithEdge #SmirnoffFiestas,"Apr 4, 2023 · 2:54 PM UTC","{'comments': 2, 'retweets': 8, 'quotes': 0, 'likes': 28}",Positive
94,https://twitter.com/eddiespikaagaba/status/1634822766649114626#m,"My favorite beer is a cold @SmirnoffUganda.  Whether green, black or red, #ChooseFlavourWithEdge #UnleashYourEdge","Mar 12, 2023 · 7:44 AM UTC","{'comments': 4, 'retweets': 11, 'quotes': 0, 'likes': 47}",Positive
95,https://twitter.com/eddiespikaagaba/status/1633336159056134146#m,"It’s your energy and strides, celebrate your day with @SmirnoffUganda. HappyWomensDay to all the ladies who #ChooseFlavourWithEdge and get ready for #SmirnoffFiestas Mbarara Experience on 18th March at University Inn. #UnleashYourEdge","Mar 8, 2023 · 5:17 AM UTC","{'comments': 3, 'retweets': 8, 'quotes': 0, 'likes': 41}",Positive
96,https://twitter.com/eddiespikaagaba/status/1633023349193338882#m,"Mbarara city, Hona muri ready to #ChooseFlavourWithEdge? The parte of March is getting down on 18th at University Inn so choose your crew early enough coz #SmirnoffFiestas is coming with fresh mixes and fresher vibes. #UnleashYourEdge.","Mar 7, 2023 · 8:34 AM UTC","{'comments': 3, 'retweets': 10, 'quotes': 0, 'likes': 33}",Positive
97,https://twitter.com/mutetsimelissa/status/1618232385509945346#m,#AD A sneak peek into the set up here at Sheraton Hotel Kampala for the #smirnofffiesta #ChooseFlavourWithEdge,"Jan 25, 2023 · 1:00 PM UTC","{'comments': 1, 'retweets': 8, 'quotes': 1, 'likes': 16}",Neutral
98,https://twitter.com/mutetsimelissa/status/1617929244973363200#m,#AD  RobotBOII is here giving us the dopest moves  ahead of the #Smirnofffiesta tomorrow Get your outfits ready to #UnleashYourEdge at Sheraton Hotel Kampala with the coolest music and vibes   #ChooseFlavourWithEdge #DrinkResponsibly,"Jan 24, 2023 · 4:56 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 6}",Positive
99,https://twitter.com/mutetsimelissa/status/1617174596054323203#m,#AD If you’re my friend what’s my favorite Smirnoff ice? Correct answer wins a free ticket   #Smirnofffiesta #ChooseFlavourWithEdge,"Jan 22, 2023 · 2:57 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 1, 'likes': 4}",Positive
100,https://twitter.com/mutetsimelissa/status/1616815012479221761#m,#AD Guess who’s in town for #Smirnofffiesta Happening next week?  #ChooseFlavourWithEdge,"Jan 21, 2023 · 3:08 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 3}",Neutral
101,https://twitter.com/mutetsimelissa/status/1616761592829321219#m,#AD The first person to comment the procedure on how and which supermarkets you can get the #Smirnofffiesta tickets will win themselves a free ticket to the event   #ChooseFlavourWithEdge,"Jan 21, 2023 · 11:36 AM UTC","{'comments': 1, 'retweets': 3, 'quotes': 0, 'likes': 4}",Positive
102,https://twitter.com/mutetsimelissa/status/1616759794332737537#m,#AD I’m gonna be there for the most lit party #Smirnofffiesta  What’s your plot for 25th January ??  #ChooseFlavourWithEdge #DrinkReponsibly,"Jan 21, 2023 · 11:29 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 2}",Positive
103,https://twitter.com/mutetsimelissa/status/1614334223196000257#m,"#AD  Took a little trip upcountry & when I reached my destination, the first thing I looked for was a Smirnoff Ice & chill with my friends for the evening. They sure will be there for #smirnofffiesta 25/01/23at Sheraton Hotel Kampala. #chooseflavourwithedge #dontdrinkanddrive","Jan 14, 2023 · 6:50 PM UTC","{'comments': 0, 'retweets': 7, 'quotes': 0, 'likes': 16}",Positive
104,https://twitter.com/mutetsimelissa/status/1613168409595858944#m,"#PaidPartnershipWithEABL  The #Smirnofffiesta is on with the vibrant mixes, exclusive music, excellent vibes on the 25th of this month at Sheraton Hotel Kampala. Book your calendars and be there to experience the best music,drinks😉🤩  #ChooseFlavourWithEdge #DrinkResponsibly","Jan 11, 2023 · 1:38 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 3}",Positive
105,https://twitter.com/mutetsimelissa/status/1610623033076551680#m,#PaidPartnershipWithEABL Experience  mind blowing moments and music at #SmirnoffFiesta this January on 25th at Sheraton Hotel Kampala  #chooseflavourwithedge #drinkresponsibly,"Jan 4, 2023 · 1:03 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 5}",Neutral
106,https://twitter.com/mutetsimelissa/status/1608517128381931520#m,#PaidPartnershipWithEABL  My very light moments are always with a cold  Smirnoff Ice   #ChooseFlavourWithEdge #SmirnoffFiesta #DrinkResponsibly,"Dec 29, 2022 · 5:35 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 7}",Neutral
107,https://twitter.com/mutetsimelissa/status/1604781746301546497#m,#PaidPartnershipWithEABL Drink because you’re happy not miserable. Smirnoff ice Guarana is my happy drink. What’s yours?  #chooseflavourwithedge #SmirnoffFiesta #Drinkereponsibly,"Dec 19, 2022 · 10:12 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 23}",Positive
108,https://twitter.com/mutetsimelissa/status/1600130581647327234#m,#AD Orange is actually my favorite color 🤭 I have more in my closet for the #SmirnoffFiesta come January   What’s your favorite color?  #ChooseFlavourWithEdge,"Dec 6, 2022 · 2:10 PM UTC","{'comments': 0, 'retweets': 6, 'quotes': 0, 'likes': 12}",Positive
109,https://twitter.com/sharon_kiwanuka/status/1598745630872043520#m,#PaidPartnershipWithEABL   Extremely sad I’m not at this 😭😭😭   #Smirnofffiesta #ChooseFlavourWithEdge,"Dec 2, 2022 · 6:27 PM UTC","{'comments': 0, 'retweets': 7, 'quotes': 0, 'likes': 14}",Negative
110,https://twitter.com/mutetsimelissa/status/1598722860045856769#m,#PaidPartnershipWithEABL   Who said short people?😭  #Smirnofffiesta #ChooseFlavourWithEdge,"Dec 2, 2022 · 4:56 PM UTC","{'comments': 1, 'retweets': 6, 'quotes': 0, 'likes': 20}",Neutral
111,https://twitter.com/mutetsimelissa/status/1598707589340069888#m,#PaidPartnershipWithEABL  How are you crowning your week?  Me; with a cold Smirnoff ice Guarana  #SmirnoffFiesta #ChooseFlavourWithEdge,"Dec 2, 2022 · 3:56 PM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 14}",Neutral
112,https://twitter.com/mutetsimelissa/status/1597704311626080256#m,#PaidPartnershipWithEABL A cold Smirnoff ice was the only thing that could cool off the tight knot in my chest as I held back tears while watching Black Panther Wakanda Forever.  #ChooseFlavourWithEdge,"Nov 29, 2022 · 9:29 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 8}",Positive
113,https://twitter.com/mutetsimelissa/status/1574389321502687234#m,#AD It is either Smirnoff ice or nothing 😊 Here’s a recap of the Nyege Nyege experience with  Smirnoff ice 😌#UgWaragiNyege22 #ChooseFlavourWithEdge,"Sep 26, 2022 · 1:23 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
114,https://twitter.com/PeshK319/status/1572945549913100291#m,"The interracial meetup, the music, the art on display with the boundlessness of the event is a whole other experience. The event was worthwhile!  #UGWaragiNyege22 #ChooseFlavourWithEdge","Sep 22, 2022 · 1:46 PM UTC","{'comments': 0, 'retweets': 9, 'quotes': 0, 'likes': 18}",Positive
115,https://twitter.com/Titusvybes/status/1572903060002799617#m,#PaidPartnershipWithEABL  The moments I had at Nyege Nyege - Itanda Falls 🥰 #ChooseFlavourWithEdge #DrinkResponsibly,"Sep 22, 2022 · 10:58 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 13}",Neutral
116,https://twitter.com/mutetsimelissa/status/1572873875754741760#m,#PaidPartnershipWithEABL  Here’s my highlight of the #UgWaragiNyege22 at Itanda Falls with my fave Smirnoff Ice😌☺️ shot by @gad_rogers #ChooseFlavourWithEdge #DrinkResponsibly,"Sep 22, 2022 · 9:02 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 8}",Positive
117,https://twitter.com/mutetsimelissa/status/1572501805619380226#m,#PaidPartnershipWithEABL  Ugandans are really happy people and #UGWaragiNyege22 did help us share this happiness with other countries   #ChooseFlavourWithEdge,"Sep 21, 2022 · 8:23 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 7}",Positive
118,https://twitter.com/rukundobrenda/status/1571573361628614658#m,#PaidPartnershipWithEABL Hon. @RebeccaKadagaUG checked in at the #UGWaragiNyege22 today😅 It was so wonderful to have her with us. #ChooseFlavourWithEdge,"Sep 18, 2022 · 6:54 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Positive
119,https://twitter.com/rukundobrenda/status/1571522052426985477#m,"#AD Awesome, awesome vibes at #UGWaragiNyege22 Day 4 only get better!! #ChooseFlavourWithEdge","Sep 18, 2022 · 3:30 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 7}",Positive
120,https://twitter.com/mutetsimelissa/status/1571203934013767682#m,#PaidPartnershipWithEABL  When @SmirnoffUganda and @UgandaWaragi come together to give you an exceptional experience 🤗  #UgWaragiNyege22 #ChooseFlavourWithEdge,"Sep 17, 2022 · 6:26 PM UTC","{'comments': 7, 'retweets': 28, 'quotes': 1, 'likes': 227}",Neutral
121,https://twitter.com/rukundobrenda/status/1571203313093279746#m,#PaidPartnershipWithEABL This truly looks amazing 😍!! #ChooseFlavourWithEdge and get to vibe like this tonight and tomorrow. The #UgWaragiNyege22 is still on my dear friends 😅😅😅  Wow!!,"Sep 17, 2022 · 6:23 PM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 7}",Positive
122,https://twitter.com/mutetsimelissa/status/1571164113987837952#m,"#AD Well, what’s work without play?🤗 #UgWaragiNyege22 #ChooseFlavourWithEdge","Sep 17, 2022 · 3:48 PM UTC","{'comments': 0, 'retweets': 8, 'quotes': 0, 'likes': 30}",Positive
123,https://twitter.com/SammyWetala/status/1571132366508421121#m,#PaidPartnershipWithEABL   Drip for Day 3 Of #UGWaragiNyege22 @smirnoffuganda brought the flavor and I spiced up my drip with some edge!   📸 @nyaika256 #ChooseFlavourWithEdge #DrinkBetterNotMore #Nyege22,"Sep 17, 2022 · 1:42 PM UTC","{'comments': 4, 'retweets': 12, 'quotes': 1, 'likes': 72}",Neutral
124,https://twitter.com/rukundobrenda/status/1571127254545231875#m,"#PaidPartnershipWithEABL  The party is not about to stop!!😝 The @SmirnoffUganda area is nourished with some very good looking people, eh. #ChooseFlavourWithEdge #UgWaragiNyege22","Sep 17, 2022 · 1:21 PM UTC","{'comments': 0, 'retweets': 8, 'quotes': 0, 'likes': 8}",Positive
125,https://twitter.com/rukundobrenda/status/1571104848204156929#m,#PaidPartnershipWithEABL Was a blast and still is going to be a blast today!!😅 Brace yourselves for the 3rd day of the #UgWaragiNyege22  Tickets are still available here; https://nyegenyege.com/tickets/ #ChooseFlavourWithEdge,"Sep 17, 2022 · 11:52 AM UTC","{'comments': 0, 'retweets': 8, 'quotes': 0, 'likes': 11}",Neutral
126,https://twitter.com/Fernandez_256/status/1570838615986700288#m,#UgWaragiNyege22 #ChooseFlavourWithEdge,"Sep 16, 2022 · 6:14 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
127,https://twitter.com/PeshK319/status/1570834849862414336#m,"#PaidPartnershipWithEABL   Abaaye muliwa awatuufu?  Kubanga, bwoba nga toli wano, wefube ko okulaba nga otuuka ku Itanda Falls tusimbule ne @SmirnoffUganda.🤗   Wano wali ekibbali, vayibu, na masanyu goka.🔥  #UgWaragiNyege22 #ChooseFlavourWithEdge","Sep 16, 2022 · 5:59 PM UTC","{'comments': 2, 'retweets': 16, 'quotes': 0, 'likes': 21}",Neutral
128,https://twitter.com/rukundobrenda/status/1570798939653406721#m,#PaidPartnershipWithEABL  You really had to #ChooseFlavourWithEdge 💆🏽‍♀️💆🏽‍♀️ Great vibes!! @SmirnoffUganda #UGWaragiNyege22,"Sep 16, 2022 · 3:37 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 4}",Positive
129,https://twitter.com/PeshK319/status/1570793134556319747#m,"#PaidPartnershipWithEABL   The party is on 🔥, so live in the moments you can't put in words. We are unleashing our edge with @SmirnoffUganda.   #UgWaragiNyege22 #ChooseFlavourWithEdge","Sep 16, 2022 · 3:14 PM UTC","{'comments': 0, 'retweets': 13, 'quotes': 0, 'likes': 23}",Positive
130,https://twitter.com/PeshK319/status/1570761291211624453#m,"#PaidPartnershipWithEABL   Because a great party is one with enough drinks, mujje ku Itanda Falls tunyumilwe and we unleash our edge with Smirnoff. 😋💃  #UgWaragiNyege22 #ChooseFlavourWithEdge","Sep 16, 2022 · 1:07 PM UTC","{'comments': 1, 'retweets': 22, 'quotes': 0, 'likes': 33}",Positive
131,https://twitter.com/rukundobrenda/status/1570758746019860480#m,#PaidPartnershipWithEABL #UgWaragiNyege22 Day 1 with @SmirnoffUganda was a success and we are looking forward to more exhilarating enjoyments! Come find us at Itanda Falls and join in the parteee!🤗🤗🤗 #ChooseFlavourWithEdge,"Sep 16, 2022 · 12:57 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 5}",Positive
132,https://twitter.com/mutetsimelissa/status/1570662041660293123#m,#AD  Are you already at #UgWaragiNyege22 ? Or I come pick you??😉  #ChooseFlavourWithEdge,"Sep 16, 2022 · 6:33 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
133,https://twitter.com/PeshK319/status/1570482061453959169#m,"#PaidPartnershipWithEABL   Y'all come and we Interact, Dance, Drink, Vibe, and do all we love to do at the #UgWaragiNyege22 happening at the Itanda falls from today up to 18th Sept.   #ChooseFlavourWithEdge","Sep 15, 2022 · 6:37 PM UTC","{'comments': 0, 'retweets': 13, 'quotes': 0, 'likes': 35}",Positive
134,https://twitter.com/SammyWetala/status/1570422715336609799#m,"#PaidPartnershipWithEABL   Got my gumboots from Jazz Supermarket, Bugolobi at 45K!  Get yours and let’s get ready to rumble in the jungle of Itanda Falls #UgWaragiNyege22   📸 @JSelectorJay #ChooseFlavourWithEdge #Nyege22","Sep 15, 2022 · 2:42 PM UTC","{'comments': 3, 'retweets': 10, 'quotes': 0, 'likes': 65}",Positive
135,https://twitter.com/rukundobrenda/status/1570408414182014979#m,"#PaidPartnershipWithEABL I just know that it's about to go dowwwn😝😝😝 Guys twegweko ku #UgWaragiNyege22 ,  can't wait to take some Smirnoff's , eh. #ChooseFlavourWithEdge","Sep 15, 2022 · 1:45 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
136,https://twitter.com/PeshK319/status/1570368272893190145#m,"#PaidPartnershipWithEABL  To lovers of music & simplicity, it'll be vibes at Itanda falls okutandika n'olwaleero paka nga 18th for the #UGWaragiNyege22  Carry your attires, sweaters,  bathroom necessities, money, & power bank  Ka gwake, k'etonnye, we’ve to #ChooseFlavourWithEdge","Sep 15, 2022 · 11:05 AM UTC","{'comments': 1, 'retweets': 18, 'quotes': 0, 'likes': 34}",Positive
137,https://twitter.com/mutetsimelissa/status/1570297193134968835#m,#AD  This is the day that #UgWaragiNyege22 was meant to happen and it’s here 💃🏽😊 The weekend has officially started 😜  Please stock up on boots too 😂 #ChooseFlavourWithEdge,"Sep 15, 2022 · 6:23 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 4}",Positive
138,https://twitter.com/mutetsimelissa/status/1570099499397451777#m,"#PaidPartnershipWithEABL  Well, we’re here coming up with amazing ways to make your time at Nyege Nyege memorable with mind blowing content 😊  #ChooseFlavourWithEdge #UgWaragiNyege22","Sep 14, 2022 · 5:17 PM UTC","{'comments': 1, 'retweets': 6, 'quotes': 0, 'likes': 27}",Positive
139,https://twitter.com/rukundobrenda/status/1569989207900442625#m,"#PaidPartnershipWithEABL  It's lit over here😅, you too should get your #UGWaragiNyege22 ticket right now: nyegenyege.com/tickets/ because tomorrow will be too late. #ChooseFlavourWithEdge","Sep 14, 2022 · 9:59 AM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 4}",Neutral
140,https://twitter.com/PeshK319/status/1569672411007619075#m,"#PaidPartnershipWithEABL   .@GuccihanDesire and I at Itanda Falls from 15th to 18th Sept nga tubawa vibe.   So, secure your ticket from Mookh.com, and get your bags ready for #UGWaragiNyege22 then tusimbule.   #ChooseFlavourWithEdge","Sep 13, 2022 · 1:00 PM UTC","{'comments': 3, 'retweets': 11, 'quotes': 0, 'likes': 24}",Positive
141,https://twitter.com/rukundobrenda/status/1569666074047643650#m,"#PaidPartnershipWithEABL My dearies, prevent being dragged for not having transport to Nyege nyege🥲 Book your transport and accomodations here: https://nyegenyegetreepz.com/ because time is running out!!  #UgWaragiNyege22 #chooseflavourwithedge","Sep 13, 2022 · 12:35 PM UTC","{'comments': 0, 'retweets': 8, 'quotes': 0, 'likes': 9}",Positive
142,https://twitter.com/SammyWetala/status/1569661745668440065#m,"#AD   Come rain, come sunshine the #UGWaragiNyege22 will ask for water!   On top of bringing your edge, here are some of the things that you should bring while @SmirnoffUganda brings the flavor!  📸 @baronedgar8  🎶 @BebeCoolUG #Nyege22 #ChooseFlavourWithEdge #DrinkBetterNotMore","Sep 13, 2022 · 12:18 PM UTC","{'comments': 1, 'retweets': 8, 'quotes': 1, 'likes': 11}",Positive
143,https://twitter.com/mutetsimelissa/status/1569601338534928384#m,#PaidPartnershipWithEABL  Muli readyyyyyyyy for #UgWaragiNyege22 to unleash your edge with Smirnoff ice!!!! 🗣️🗣️🔊🔊🔊 Banaye excitement enzita   #ChooseFlavourWithEdge #DrinkResponsibly,"Sep 13, 2022 · 8:18 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 3}",Positive
144,https://twitter.com/Titusvybes/status/1569398388608712704#m,"#PaidPartnershipWithEABL   One more thing, don’t forget your girlfriend or boyfriend incase you have one 😂 #ChooseFlavourWithEdge","Sep 12, 2022 · 6:51 PM UTC","{'comments': 2, 'retweets': 7, 'quotes': 0, 'likes': 25}",Negative
145,https://twitter.com/Fernandez_256/status/1569375145264914434#m,#ChooseFlavourWithEdge,"Sep 12, 2022 · 5:19 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
146,https://twitter.com/PeshK319/status/1569368537654771715#m,"#PaidPartnershipWithEABL   What's your imagination of a funky #UgWaragiNyege22 event?  It'll be fun, freaky, with lots of music at Itanda falls from 15th to 18th Sept.  Purchase your tickets via nyegenyege.com or from Talent Africa offices.  #ChooseFlavourWithEdge","Sep 12, 2022 · 4:53 PM UTC","{'comments': 1, 'retweets': 12, 'quotes': 0, 'likes': 24}",Positive
147,https://twitter.com/PeshK319/status/1569313814713081858#m,"#PaidPartnershipWithEABL  Ba dear, early bird tickets zigwawo lwa bwagazi kubanga akabeeyi kakyali ka nseko buseko!  Gula tikeeti yo ku Ugx.160k leero nga tebanagyongeza beeyi ku lunaku okutandika n'enkya.  #UgWaragiNyege22 #ChooseFlavourWithEdge","Sep 12, 2022 · 1:15 PM UTC","{'comments': 0, 'retweets': 13, 'quotes': 0, 'likes': 22}",Positive
148,https://twitter.com/mutetsimelissa/status/1569243916603478017#m,"#PaidPartnershipWithEABL  On a scale of 1-10, how hyped are you for #UgWaragiNyege22 ???🤗💃🏽 Me I am at 9.99😂  #ChooseFlavourWithEdge #DrinkBetterNotMore","Sep 12, 2022 · 8:37 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
149,https://twitter.com/PeshK319/status/1568983673969741824#m,"deodorant, sandals, etc), a power bank, enough money, painkillers, vibes😂😂, and lastly, don’t be selfish, bring a friend, or two, and we #ChooseFlavourWithEdge 😋  Let your family know where you will be, for safety reasons.  See you soon. 🥰","Sep 11, 2022 · 3:23 PM UTC","{'comments': 0, 'retweets': 13, 'quotes': 0, 'likes': 18}",Positive
150,https://twitter.com/mutetsimelissa/status/1568637550998200321#m,#PaidPartnershipWithEABL  A chilly breezy atmosphere on a Saturday evening requires a Smirnoff ice to help you unleash your edge at #UgWaragiNyege22  😉 #ChooseFlavourWithEdge #DrinkBetterNotMore #drinkresponsibly,"Sep 10, 2022 · 4:28 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 16}",Positive
151,https://twitter.com/PeshK319/status/1568636688552927234#m,"#PaidPartnershipWithEABL  For this #UgWaragiNyege22 event, after securing your ticket, carry this with you:  • Camping Tent (if you can't book) or 80k if you are willing to book a tent for the 4 nights. • A friend 🔥  #ChooseFlavourWithEdge","Sep 10, 2022 · 4:25 PM UTC","{'comments': 1, 'retweets': 15, 'quotes': 0, 'likes': 48}",Positive
152,https://twitter.com/SammyWetala/status/1568332547024891904#m,#PaidPartnershipWithEABL   Now that government has officially opened the doors for #UGWaragiNyege22 y’all need to open a good drink & cheers to that as we get ready to dance like we are in a trance!   🎫 via https://nyegenyege.com #ChooseFlavourWithEdge #DrinkBetterNotMore,"Sep 9, 2022 · 8:16 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 6}",Positive
153,https://twitter.com/mutetsimelissa/status/1568199008337772546#m,#PaidPartnershipWithEABL  Have you secured your ticket and accommodation for #UGWaragiNyege22 yet?? Tetukuleka mabega 🏎️ #ChooseFlavourWithEdge,"Sep 9, 2022 · 11:25 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
154,https://twitter.com/PeshK319/status/1567907740592312322#m,#PaidPartnershipWithEABL   You can also hire tents at: 🔹Purple Pine Camp- 2 people at 250k  🔹Khapela South African Village- 2 people at 960k  🔹Rapids View Camp-2 people at 40k  Follow the details about each campsite on the poster below  #ChooseFlavourWithEdge #UGWaragiNyege22,"Sep 8, 2022 · 4:08 PM UTC","{'comments': 2, 'retweets': 8, 'quotes': 0, 'likes': 12}",Neutral
155,https://twitter.com/rukundobrenda/status/1567829946332057600#m,"I'll be benchmarking these dancing while entering, eh!😂😂 Guys book ya tickets here: nyegenyege.com twegweko on the 15th Sept😚  #PaidPartnershipWithEABL #UGWaragiNyege22 #ChooseFlavourWithEdge","Sep 8, 2022 · 10:59 AM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 3}",Neutral
156,https://twitter.com/SammyWetala/status/1567447871997214721#m,"No body  Can Stop Nyege!!!  #UGWaragiNyege22 is going down at Itanda Falls, let’s all fall in & take the fun all the way up by grabbing the tickets at Mookh.com #ChooseFlavourWithEdge #PaidPartnershipWithEABL #DrinkBetterNotMore","Sep 7, 2022 · 9:41 AM UTC","{'comments': 7, 'retweets': 30, 'quotes': 2, 'likes': 116}",Negative
